idnotificacao,idalerta,iddestinatario,canal,data_envio,estado_envio,data_confirmacao,mensagem,erro_envio
2629,423,4,email,2026-05-14 06:06:00,enviada,,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 54.62%. Precipitação acumulada 6h: 29.38 mm. Precipitação prevista 1h: 12.57 mm. Medidas recomendadas associadas ao nível Amarelo.,
2630,423,6,email,2026-05-14 06:06:00,confirmada,2026-05-14 06:15:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 54.62%. Precipitação acumulada 6h: 29.38 mm. Precipitação prevista 1h: 12.57 mm. Medidas recomendadas associadas ao nível Amarelo.,
2631,424,1,email_sms,2026-05-14 06:09:00,falhada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 66.82%. Precipitação acumulada 6h: 46.27 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,Erro simulado no envio.
2632,424,2,email_sms,2026-05-14 06:07:00,confirmada,2026-05-14 06:26:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 66.82%. Precipitação acumulada 6h: 46.27 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
2633,424,3,email_sms,2026-05-14 06:08:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 66.82%. Precipitação acumulada 6h: 46.27 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
2634,424,4,email_sms,2026-05-14 06:02:00,falhada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 66.82%. Precipitação acumulada 6h: 46.27 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,Erro simulado no envio.
2635,424,5,email_sms,2026-05-14 06:05:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 66.82%. Precipitação acumulada 6h: 46.27 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
2636,424,6,email_sms,2026-05-14 06:09:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 66.82%. Precipitação acumulada 6h: 46.27 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
2637,424,7,email_sms,2026-05-14 06:07:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 66.82%. Precipitação acumulada 6h: 46.27 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
2638,425,1,email,2026-05-14 07:01:00,enviada,,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 59.88%. Precipitação acumulada 6h: 29.02 mm. Precipitação prevista 1h: 13.50 mm. Medidas recomendadas associadas ao nível Amarelo.,
2639,425,2,email,2026-05-14 07:09:00,enviada,,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 59.88%. Precipitação acumulada 6h: 29.02 mm. Precipitação prevista 1h: 13.50 mm. Medidas recomendadas associadas ao nível Amarelo.,
2640,425,3,email,2026-05-14 07:03:00,confirmada,2026-05-14 07:32:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 59.88%. Precipitação acumulada 6h: 29.02 mm. Precipitação prevista 1h: 13.50 mm. Medidas recomendadas associadas ao nível Amarelo.,
2641,425,4,email,2026-05-14 07:06:00,confirmada,2026-05-14 07:33:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 59.88%. Precipitação acumulada 6h: 29.02 mm. Precipitação prevista 1h: 13.50 mm. Medidas recomendadas associadas ao nível Amarelo.,
2642,425,6,email,2026-05-14 07:06:00,enviada,,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 59.88%. Precipitação acumulada 6h: 29.02 mm. Precipitação prevista 1h: 13.50 mm. Medidas recomendadas associadas ao nível Amarelo.,
2643,426,1,email_sms,2026-05-14 07:03:00,confirmada,2026-05-14 07:20:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 61.31%. Precipitação acumulada 6h: 31.81 mm. Precipitação prevista 1h: 17.34 mm. Medidas recomendadas associadas ao nível Laranja.,
2644,426,2,email_sms,2026-05-14 07:03:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 61.31%. Precipitação acumulada 6h: 31.81 mm. Precipitação prevista 1h: 17.34 mm. Medidas recomendadas associadas ao nível Laranja.,
2645,426,3,email_sms,2026-05-14 07:07:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 61.31%. Precipitação acumulada 6h: 31.81 mm. Precipitação prevista 1h: 17.34 mm. Medidas recomendadas associadas ao nível Laranja.,
2646,426,4,email_sms,2026-05-14 07:02:00,confirmada,2026-05-14 07:19:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 61.31%. Precipitação acumulada 6h: 31.81 mm. Precipitação prevista 1h: 17.34 mm. Medidas recomendadas associadas ao nível Laranja.,
2647,426,5,email_sms,2026-05-14 07:10:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 61.31%. Precipitação acumulada 6h: 31.81 mm. Precipitação prevista 1h: 17.34 mm. Medidas recomendadas associadas ao nível Laranja.,
2648,426,6,email_sms,2026-05-14 07:03:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 61.31%. Precipitação acumulada 6h: 31.81 mm. Precipitação prevista 1h: 17.34 mm. Medidas recomendadas associadas ao nível Laranja.,
2649,426,7,email_sms,2026-05-14 07:06:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 61.31%. Precipitação acumulada 6h: 31.81 mm. Precipitação prevista 1h: 17.34 mm. Medidas recomendadas associadas ao nível Laranja.,
2650,427,1,email,2026-05-14 08:09:00,enviada,,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 46.51%. Precipitação acumulada 6h: 20.77 mm. Precipitação prevista 1h: 10.25 mm. Medidas recomendadas associadas ao nível Amarelo.,
2651,427,2,email,2026-05-14 08:06:00,enviada,,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 46.51%. Precipitação acumulada 6h: 20.77 mm. Precipitação prevista 1h: 10.25 mm. Medidas recomendadas associadas ao nível Amarelo.,
2652,427,3,email,2026-05-14 08:08:00,confirmada,2026-05-14 08:26:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 46.51%. Precipitação acumulada 6h: 20.77 mm. Precipitação prevista 1h: 10.25 mm. Medidas recomendadas associadas ao nível Amarelo.,
2653,427,4,email,2026-05-14 08:03:00,confirmada,2026-05-14 08:11:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 46.51%. Precipitação acumulada 6h: 20.77 mm. Precipitação prevista 1h: 10.25 mm. Medidas recomendadas associadas ao nível Amarelo.,
2654,427,6,email,2026-05-14 08:03:00,confirmada,2026-05-14 08:28:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 46.51%. Precipitação acumulada 6h: 20.77 mm. Precipitação prevista 1h: 10.25 mm. Medidas recomendadas associadas ao nível Amarelo.,
2655,428,1,email,2026-05-14 09:06:00,enviada,,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 58.31%. Precipitação acumulada 6h: 27.27 mm. Precipitação prevista 1h: 12.03 mm. Medidas recomendadas associadas ao nível Amarelo.,
2656,428,2,email,2026-05-14 09:04:00,enviada,,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 58.31%. Precipitação acumulada 6h: 27.27 mm. Precipitação prevista 1h: 12.03 mm. Medidas recomendadas associadas ao nível Amarelo.,
2657,428,3,email,2026-05-14 09:05:00,enviada,,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 58.31%. Precipitação acumulada 6h: 27.27 mm. Precipitação prevista 1h: 12.03 mm. Medidas recomendadas associadas ao nível Amarelo.,
2658,428,4,email,2026-05-14 09:10:00,enviada,,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 58.31%. Precipitação acumulada 6h: 27.27 mm. Precipitação prevista 1h: 12.03 mm. Medidas recomendadas associadas ao nível Amarelo.,
2659,428,6,email,2026-05-14 09:09:00,enviada,,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 58.31%. Precipitação acumulada 6h: 27.27 mm. Precipitação prevista 1h: 12.03 mm. Medidas recomendadas associadas ao nível Amarelo.,
2660,429,1,email_sms,2026-05-14 09:01:00,enviada,,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 58.24%. Precipitação acumulada 6h: 30.03 mm. Precipitação prevista 1h: 23.94 mm. Medidas recomendadas associadas ao nível Laranja.,
2661,429,2,email_sms,2026-05-14 09:05:00,enviada,,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 58.24%. Precipitação acumulada 6h: 30.03 mm. Precipitação prevista 1h: 23.94 mm. Medidas recomendadas associadas ao nível Laranja.,
2662,429,3,email_sms,2026-05-14 09:10:00,enviada,,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 58.24%. Precipitação acumulada 6h: 30.03 mm. Precipitação prevista 1h: 23.94 mm. Medidas recomendadas associadas ao nível Laranja.,
2663,429,4,email_sms,2026-05-14 09:07:00,confirmada,2026-05-14 09:22:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 58.24%. Precipitação acumulada 6h: 30.03 mm. Precipitação prevista 1h: 23.94 mm. Medidas recomendadas associadas ao nível Laranja.,
2664,429,5,email_sms,2026-05-14 09:05:00,enviada,,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 58.24%. Precipitação acumulada 6h: 30.03 mm. Precipitação prevista 1h: 23.94 mm. Medidas recomendadas associadas ao nível Laranja.,
2665,429,6,email_sms,2026-05-14 09:08:00,enviada,,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 58.24%. Precipitação acumulada 6h: 30.03 mm. Precipitação prevista 1h: 23.94 mm. Medidas recomendadas associadas ao nível Laranja.,
2666,429,7,email_sms,2026-05-14 09:07:00,enviada,,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 58.24%. Precipitação acumulada 6h: 30.03 mm. Precipitação prevista 1h: 23.94 mm. Medidas recomendadas associadas ao nível Laranja.,
2667,430,1,email_sms,2026-05-14 09:02:00,confirmada,2026-05-14 09:16:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 73.69%. Precipitação acumulada 6h: 56.61 mm. Precipitação prevista 1h: 35.17 mm. Medidas recomendadas associadas ao nível Laranja.,
2668,430,2,email_sms,2026-05-14 09:08:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 73.69%. Precipitação acumulada 6h: 56.61 mm. Precipitação prevista 1h: 35.17 mm. Medidas recomendadas associadas ao nível Laranja.,
2669,430,3,email_sms,2026-05-14 09:01:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 73.69%. Precipitação acumulada 6h: 56.61 mm. Precipitação prevista 1h: 35.17 mm. Medidas recomendadas associadas ao nível Laranja.,
2670,430,4,email_sms,2026-05-14 09:01:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 73.69%. Precipitação acumulada 6h: 56.61 mm. Precipitação prevista 1h: 35.17 mm. Medidas recomendadas associadas ao nível Laranja.,
2671,430,5,email_sms,2026-05-14 09:03:00,confirmada,2026-05-14 09:16:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 73.69%. Precipitação acumulada 6h: 56.61 mm. Precipitação prevista 1h: 35.17 mm. Medidas recomendadas associadas ao nível Laranja.,
2672,430,6,email_sms,2026-05-14 09:01:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 73.69%. Precipitação acumulada 6h: 56.61 mm. Precipitação prevista 1h: 35.17 mm. Medidas recomendadas associadas ao nível Laranja.,
2673,430,7,email_sms,2026-05-14 09:04:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 73.69%. Precipitação acumulada 6h: 56.61 mm. Precipitação prevista 1h: 35.17 mm. Medidas recomendadas associadas ao nível Laranja.,
2674,431,1,email,2026-05-14 09:01:00,falhada,,Alerta Verde na área Zona Industrial. Nível máximo de água: 45.76%. Precipitação acumulada 6h: 21.85 mm. Precipitação prevista 1h: 0.44 mm. Medidas recomendadas associadas ao nível Verde.,Erro simulado no envio.
2675,431,2,email,2026-05-14 09:07:00,enviada,,Alerta Verde na área Zona Industrial. Nível máximo de água: 45.76%. Precipitação acumulada 6h: 21.85 mm. Precipitação prevista 1h: 0.44 mm. Medidas recomendadas associadas ao nível Verde.,
2676,432,1,email_sms,2026-05-14 10:06:00,confirmada,2026-05-14 10:13:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 77.75%. Precipitação acumulada 6h: 57.25 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
2677,432,2,email_sms,2026-05-14 10:01:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 77.75%. Precipitação acumulada 6h: 57.25 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
2678,432,3,email_sms,2026-05-14 10:10:00,confirmada,2026-05-14 10:13:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 77.75%. Precipitação acumulada 6h: 57.25 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
2679,432,4,email_sms,2026-05-14 10:02:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 77.75%. Precipitação acumulada 6h: 57.25 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
2680,432,5,email_sms,2026-05-14 10:08:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 77.75%. Precipitação acumulada 6h: 57.25 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
2681,432,6,email_sms,2026-05-14 10:05:00,enviada,,Alerta Laranja na área Centro Urbano. Nível máximo de água: 77.75%. Precipitação acumulada 6h: 57.25 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
2682,432,7,email_sms,2026-05-14 10:09:00,confirmada,2026-05-14 10:16:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 77.75%. Precipitação acumulada 6h: 57.25 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Laranja.,
2683,433,1,email,2026-05-14 10:03:00,enviada,,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 40.71%. Precipitação acumulada 6h: 18.90 mm. Precipitação prevista 1h: 16.19 mm. Medidas recomendadas associadas ao nível Amarelo.,
2684,433,2,email,2026-05-14 10:03:00,falhada,,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 40.71%. Precipitação acumulada 6h: 18.90 mm. Precipitação prevista 1h: 16.19 mm. Medidas recomendadas associadas ao nível Amarelo.,Erro simulado no envio.
2685,433,3,email,2026-05-14 10:08:00,confirmada,2026-05-14 10:34:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 40.71%. Precipitação acumulada 6h: 18.90 mm. Precipitação prevista 1h: 16.19 mm. Medidas recomendadas associadas ao nível Amarelo.,
2686,433,4,email,2026-05-14 10:04:00,enviada,,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 40.71%. Precipitação acumulada 6h: 18.90 mm. Precipitação prevista 1h: 16.19 mm. Medidas recomendadas associadas ao nível Amarelo.,
2687,433,6,email,2026-05-14 10:04:00,enviada,,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 40.71%. Precipitação acumulada 6h: 18.90 mm. Precipitação prevista 1h: 16.19 mm. Medidas recomendadas associadas ao nível Amarelo.,
2688,434,1,email,2026-05-14 11:10:00,enviada,,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 59.26%. Precipitação acumulada 6h: 27.74 mm. Precipitação prevista 1h: 10.16 mm. Medidas recomendadas associadas ao nível Amarelo.,
2689,434,2,email,2026-05-14 11:03:00,confirmada,2026-05-14 11:14:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 59.26%. Precipitação acumulada 6h: 27.74 mm. Precipitação prevista 1h: 10.16 mm. Medidas recomendadas associadas ao nível Amarelo.,
2690,434,3,email,2026-05-14 11:02:00,confirmada,2026-05-14 11:17:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 59.26%. Precipitação acumulada 6h: 27.74 mm. Precipitação prevista 1h: 10.16 mm. Medidas recomendadas associadas ao nível Amarelo.,
2691,434,4,email,2026-05-14 11:03:00,confirmada,2026-05-14 11:23:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 59.26%. Precipitação acumulada 6h: 27.74 mm. Precipitação prevista 1h: 10.16 mm. Medidas recomendadas associadas ao nível Amarelo.,
2692,434,6,email,2026-05-14 11:09:00,enviada,,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 59.26%. Precipitação acumulada 6h: 27.74 mm. Precipitação prevista 1h: 10.16 mm. Medidas recomendadas associadas ao nível Amarelo.,
2693,435,1,email_sms,2026-05-14 11:04:00,confirmada,2026-05-14 11:24:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 78.69%. Precipitação acumulada 6h: 60.71 mm. Precipitação prevista 1h: 24.79 mm. Medidas recomendadas associadas ao nível Vermelho.,
2694,435,2,email_sms,2026-05-14 11:04:00,confirmada,2026-05-14 11:11:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 78.69%. Precipitação acumulada 6h: 60.71 mm. Precipitação prevista 1h: 24.79 mm. Medidas recomendadas associadas ao nível Vermelho.,
2695,435,3,email_sms,2026-05-14 11:03:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 78.69%. Precipitação acumulada 6h: 60.71 mm. Precipitação prevista 1h: 24.79 mm. Medidas recomendadas associadas ao nível Vermelho.,
2696,435,4,email_sms,2026-05-14 11:02:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 78.69%. Precipitação acumulada 6h: 60.71 mm. Precipitação prevista 1h: 24.79 mm. Medidas recomendadas associadas ao nível Vermelho.,
2697,435,5,email_sms,2026-05-14 11:08:00,confirmada,2026-05-14 11:24:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 78.69%. Precipitação acumulada 6h: 60.71 mm. Precipitação prevista 1h: 24.79 mm. Medidas recomendadas associadas ao nível Vermelho.,
2698,435,6,email_sms,2026-05-14 11:03:00,confirmada,2026-05-14 11:16:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 78.69%. Precipitação acumulada 6h: 60.71 mm. Precipitação prevista 1h: 24.79 mm. Medidas recomendadas associadas ao nível Vermelho.,
2699,435,7,email_sms,2026-05-14 11:05:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 78.69%. Precipitação acumulada 6h: 60.71 mm. Precipitação prevista 1h: 24.79 mm. Medidas recomendadas associadas ao nível Vermelho.,
2700,435,8,email_sms,2026-05-14 11:09:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 78.69%. Precipitação acumulada 6h: 60.71 mm. Precipitação prevista 1h: 24.79 mm. Medidas recomendadas associadas ao nível Vermelho.,
2701,436,1,email,2026-05-14 11:04:00,enviada,,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 48.87%. Precipitação acumulada 6h: 22.40 mm. Precipitação prevista 1h: 11.86 mm. Medidas recomendadas associadas ao nível Amarelo.,
2702,436,2,email,2026-05-14 11:06:00,enviada,,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 48.87%. Precipitação acumulada 6h: 22.40 mm. Precipitação prevista 1h: 11.86 mm. Medidas recomendadas associadas ao nível Amarelo.,
2703,436,3,email,2026-05-14 11:02:00,enviada,,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 48.87%. Precipitação acumulada 6h: 22.40 mm. Precipitação prevista 1h: 11.86 mm. Medidas recomendadas associadas ao nível Amarelo.,
2704,436,4,email,2026-05-14 11:04:00,confirmada,2026-05-14 11:32:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 48.87%. Precipitação acumulada 6h: 22.40 mm. Precipitação prevista 1h: 11.86 mm. Medidas recomendadas associadas ao nível Amarelo.,
2705,436,6,email,2026-05-14 11:04:00,enviada,,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 48.87%. Precipitação acumulada 6h: 22.40 mm. Precipitação prevista 1h: 11.86 mm. Medidas recomendadas associadas ao nível Amarelo.,
2706,437,1,email,2026-05-14 12:09:00,confirmada,2026-05-14 12:24:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 65.13%. Precipitação acumulada 6h: 26.48 mm. Precipitação prevista 1h: 13.86 mm. Medidas recomendadas associadas ao nível Amarelo.,
2707,437,2,email,2026-05-14 12:09:00,confirmada,2026-05-14 12:34:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 65.13%. Precipitação acumulada 6h: 26.48 mm. Precipitação prevista 1h: 13.86 mm. Medidas recomendadas associadas ao nível Amarelo.,
2708,437,3,email,2026-05-14 12:10:00,confirmada,2026-05-14 12:35:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 65.13%. Precipitação acumulada 6h: 26.48 mm. Precipitação prevista 1h: 13.86 mm. Medidas recomendadas associadas ao nível Amarelo.,
2709,437,4,email,2026-05-14 12:06:00,enviada,,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 65.13%. Precipitação acumulada 6h: 26.48 mm. Precipitação prevista 1h: 13.86 mm. Medidas recomendadas associadas ao nível Amarelo.,
2710,437,6,email,2026-05-14 12:03:00,confirmada,2026-05-14 12:10:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 65.13%. Precipitação acumulada 6h: 26.48 mm. Precipitação prevista 1h: 13.86 mm. Medidas recomendadas associadas ao nível Amarelo.,
2711,438,1,email_sms,2026-05-14 12:04:00,confirmada,2026-05-14 12:27:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 90.24%. Precipitação acumulada 6h: 71.80 mm. Precipitação prevista 1h: 59.98 mm. Medidas recomendadas associadas ao nível Vermelho.,
2712,438,2,email_sms,2026-05-14 12:01:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 90.24%. Precipitação acumulada 6h: 71.80 mm. Precipitação prevista 1h: 59.98 mm. Medidas recomendadas associadas ao nível Vermelho.,
2713,438,3,email_sms,2026-05-14 12:01:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 90.24%. Precipitação acumulada 6h: 71.80 mm. Precipitação prevista 1h: 59.98 mm. Medidas recomendadas associadas ao nível Vermelho.,
2714,438,4,email_sms,2026-05-14 12:03:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 90.24%. Precipitação acumulada 6h: 71.80 mm. Precipitação prevista 1h: 59.98 mm. Medidas recomendadas associadas ao nível Vermelho.,
2715,438,5,email_sms,2026-05-14 12:02:00,confirmada,2026-05-14 12:13:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 90.24%. Precipitação acumulada 6h: 71.80 mm. Precipitação prevista 1h: 59.98 mm. Medidas recomendadas associadas ao nível Vermelho.,
2716,438,6,email_sms,2026-05-14 12:06:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 90.24%. Precipitação acumulada 6h: 71.80 mm. Precipitação prevista 1h: 59.98 mm. Medidas recomendadas associadas ao nível Vermelho.,
2717,438,7,email_sms,2026-05-14 12:02:00,confirmada,2026-05-14 12:26:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 90.24%. Precipitação acumulada 6h: 71.80 mm. Precipitação prevista 1h: 59.98 mm. Medidas recomendadas associadas ao nível Vermelho.,
2718,438,8,email_sms,2026-05-14 12:01:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 90.24%. Precipitação acumulada 6h: 71.80 mm. Precipitação prevista 1h: 59.98 mm. Medidas recomendadas associadas ao nível Vermelho.,
2719,439,1,email_sms,2026-05-14 12:07:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 85.97%. Precipitação acumulada 6h: 60.84 mm. Precipitação prevista 1h: 14.44 mm. Medidas recomendadas associadas ao nível Vermelho.,
2720,439,2,email_sms,2026-05-14 12:10:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 85.97%. Precipitação acumulada 6h: 60.84 mm. Precipitação prevista 1h: 14.44 mm. Medidas recomendadas associadas ao nível Vermelho.,
2721,439,3,email_sms,2026-05-14 12:06:00,confirmada,2026-05-14 12:36:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 85.97%. Precipitação acumulada 6h: 60.84 mm. Precipitação prevista 1h: 14.44 mm. Medidas recomendadas associadas ao nível Vermelho.,
2722,439,4,email_sms,2026-05-14 12:01:00,falhada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 85.97%. Precipitação acumulada 6h: 60.84 mm. Precipitação prevista 1h: 14.44 mm. Medidas recomendadas associadas ao nível Vermelho.,Erro simulado no envio.
2723,439,5,email_sms,2026-05-14 12:04:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 85.97%. Precipitação acumulada 6h: 60.84 mm. Precipitação prevista 1h: 14.44 mm. Medidas recomendadas associadas ao nível Vermelho.,
2724,439,6,email_sms,2026-05-14 12:03:00,confirmada,2026-05-14 12:21:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 85.97%. Precipitação acumulada 6h: 60.84 mm. Precipitação prevista 1h: 14.44 mm. Medidas recomendadas associadas ao nível Vermelho.,
2725,439,7,email_sms,2026-05-14 12:07:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 85.97%. Precipitação acumulada 6h: 60.84 mm. Precipitação prevista 1h: 14.44 mm. Medidas recomendadas associadas ao nível Vermelho.,
2726,439,8,email_sms,2026-05-14 12:04:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 85.97%. Precipitação acumulada 6h: 60.84 mm. Precipitação prevista 1h: 14.44 mm. Medidas recomendadas associadas ao nível Vermelho.,
2727,440,1,email_sms,2026-05-14 12:05:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 48.66%. Precipitação acumulada 6h: 25.90 mm. Precipitação prevista 1h: 22.44 mm. Medidas recomendadas associadas ao nível Laranja.,
2728,440,2,email_sms,2026-05-14 12:03:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 48.66%. Precipitação acumulada 6h: 25.90 mm. Precipitação prevista 1h: 22.44 mm. Medidas recomendadas associadas ao nível Laranja.,
2729,440,3,email_sms,2026-05-14 12:03:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 48.66%. Precipitação acumulada 6h: 25.90 mm. Precipitação prevista 1h: 22.44 mm. Medidas recomendadas associadas ao nível Laranja.,
2730,440,4,email_sms,2026-05-14 12:08:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 48.66%. Precipitação acumulada 6h: 25.90 mm. Precipitação prevista 1h: 22.44 mm. Medidas recomendadas associadas ao nível Laranja.,
2731,440,5,email_sms,2026-05-14 12:07:00,confirmada,2026-05-14 12:20:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 48.66%. Precipitação acumulada 6h: 25.90 mm. Precipitação prevista 1h: 22.44 mm. Medidas recomendadas associadas ao nível Laranja.,
2732,440,6,email_sms,2026-05-14 12:02:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 48.66%. Precipitação acumulada 6h: 25.90 mm. Precipitação prevista 1h: 22.44 mm. Medidas recomendadas associadas ao nível Laranja.,
2733,440,7,email_sms,2026-05-14 12:04:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 48.66%. Precipitação acumulada 6h: 25.90 mm. Precipitação prevista 1h: 22.44 mm. Medidas recomendadas associadas ao nível Laranja.,
