idleitura_sensor,idsensor,tipo_variavel,valor,unidade,data_observacao,data_registo,qualidade_dado,validada
1006,34,nivel_agua_percentagem,36.91,%,2026-05-09 03:00:00,2026-05-09 03:03:00,boa,1
1007,35,precipitacao_horaria,3.09,mm,2026-05-09 03:00:00,2026-05-09 03:01:00,boa,1
1008,36,caudal_estimado,40.41,m3/s,2026-05-09 03:00:00,2026-05-09 03:03:00,boa,1
1009,1,nivel_agua_percentagem,97.66,%,2026-05-09 04:00:00,2026-05-09 04:02:00,boa,1
1010,2,precipitacao_horaria,43.79,mm,2026-05-09 04:00:00,2026-05-09 04:05:00,boa,1
1011,3,caudal_estimado,116.88,m3/s,2026-05-09 04:00:00,2026-05-09 04:01:00,boa,1
1012,4,nivel_agua_percentagem,96.62,%,2026-05-09 04:00:00,2026-05-09 04:04:00,boa,1
1013,5,precipitacao_horaria,43.79,mm,2026-05-09 04:00:00,2026-05-09 04:03:00,suspeita,0
1014,6,caudal_estimado,76.95,m3/s,2026-05-09 04:00:00,2026-05-09 04:03:00,boa,1
1015,7,nivel_agua_percentagem,98.54,%,2026-05-09 04:00:00,2026-05-09 04:02:00,boa,1
1016,8,precipitacao_horaria,43.79,mm,2026-05-09 04:00:00,2026-05-09 04:01:00,boa,1
1017,9,caudal_estimado,66.79,m3/s,2026-05-09 04:00:00,2026-05-09 04:03:00,boa,1
1018,10,nivel_agua_percentagem,40.08,%,2026-05-09 04:00:00,2026-05-09 04:03:00,boa,1
1019,11,precipitacao_horaria,1.39,mm,2026-05-09 04:00:00,2026-05-09 04:01:00,boa,1
1020,12,caudal_estimado,35.84,m3/s,2026-05-09 04:00:00,2026-05-09 04:02:00,boa,1
1021,13,nivel_agua_percentagem,42.74,%,2026-05-09 04:00:00,2026-05-09 04:04:00,suspeita,0
1022,14,precipitacao_horaria,1.39,mm,2026-05-09 04:00:00,2026-05-09 04:05:00,boa,1
1023,15,caudal_estimado,42.25,m3/s,2026-05-09 04:00:00,2026-05-09 04:03:00,boa,1
1024,16,nivel_agua_percentagem,37.33,%,2026-05-09 04:00:00,2026-05-09 04:04:00,suspeita,0
1025,17,precipitacao_horaria,1.39,mm,2026-05-09 04:00:00,2026-05-09 04:03:00,boa,1
1026,18,caudal_estimado,33.84,m3/s,2026-05-09 04:00:00,2026-05-09 04:04:00,boa,1
1027,19,nivel_agua_percentagem,42.96,%,2026-05-09 04:00:00,2026-05-09 04:03:00,boa,1
1028,20,precipitacao_horaria,2.88,mm,2026-05-09 04:00:00,2026-05-09 04:03:00,boa,1
1029,21,caudal_estimado,31.96,m3/s,2026-05-09 04:00:00,2026-05-09 04:03:00,boa,1
1030,22,nivel_agua_percentagem,43.85,%,2026-05-09 04:00:00,2026-05-09 04:04:00,boa,1
1031,23,precipitacao_horaria,2.88,mm,2026-05-09 04:00:00,2026-05-09 04:02:00,boa,1
1032,24,caudal_estimado,47.4,m3/s,2026-05-09 04:00:00,2026-05-09 04:05:00,boa,1
1033,25,nivel_agua_percentagem,46.65,%,2026-05-09 04:00:00,2026-05-09 04:00:00,boa,1
1034,26,precipitacao_horaria,2.88,mm,2026-05-09 04:00:00,2026-05-09 04:03:00,boa,1
1035,27,caudal_estimado,53.87,m3/s,2026-05-09 04:00:00,2026-05-09 04:05:00,boa,1
1036,28,nivel_agua_percentagem,49.91,%,2026-05-09 04:00:00,2026-05-09 04:00:00,boa,1
1037,29,precipitacao_horaria,20.15,mm,2026-05-09 04:00:00,2026-05-09 04:00:00,boa,1
1038,30,caudal_estimado,67.37,m3/s,2026-05-09 04:00:00,2026-05-09 04:04:00,boa,1
1039,31,nivel_agua_percentagem,47.24,%,2026-05-09 04:00:00,2026-05-09 04:05:00,boa,1
1040,32,precipitacao_horaria,20.15,mm,2026-05-09 04:00:00,2026-05-09 04:04:00,boa,1
1041,33,caudal_estimado,61.92,m3/s,2026-05-09 04:00:00,2026-05-09 04:02:00,boa,1
1042,34,nivel_agua_percentagem,51.63,%,2026-05-09 04:00:00,2026-05-09 04:00:00,boa,1
1043,35,precipitacao_horaria,20.15,mm,2026-05-09 04:00:00,2026-05-09 04:05:00,boa,1
1044,36,caudal_estimado,63.79,m3/s,2026-05-09 04:00:00,2026-05-09 04:01:00,boa,1
1045,1,nivel_agua_percentagem,79.81,%,2026-05-09 05:00:00,2026-05-09 05:03:00,boa,1
1046,2,precipitacao_horaria,1.8,mm,2026-05-09 05:00:00,2026-05-09 05:00:00,suspeita,0
1047,3,caudal_estimado,87.14,m3/s,2026-05-09 05:00:00,2026-05-09 05:05:00,boa,1
1048,4,nivel_agua_percentagem,75.63,%,2026-05-09 05:00:00,2026-05-09 05:00:00,boa,1
1049,5,precipitacao_horaria,1.8,mm,2026-05-09 05:00:00,2026-05-09 05:05:00,boa,1
1050,6,caudal_estimado,81.09,m3/s,2026-05-09 05:00:00,2026-05-09 05:05:00,boa,1
1051,7,nivel_agua_percentagem,84.92,%,2026-05-09 05:00:00,2026-05-09 05:03:00,boa,1
1052,8,precipitacao_horaria,1.8,mm,2026-05-09 05:00:00,2026-05-09 05:03:00,boa,1
1053,9,caudal_estimado,60.45,m3/s,2026-05-09 05:00:00,2026-05-09 05:03:00,boa,1
1054,10,nivel_agua_percentagem,41.59,%,2026-05-09 05:00:00,2026-05-09 05:04:00,boa,1
1055,11,precipitacao_horaria,0.77,mm,2026-05-09 05:00:00,2026-05-09 05:05:00,boa,1
1056,12,caudal_estimado,51.97,m3/s,2026-05-09 05:00:00,2026-05-09 05:02:00,boa,1
1057,13,nivel_agua_percentagem,43.75,%,2026-05-09 05:00:00,2026-05-09 05:03:00,boa,1
1058,14,precipitacao_horaria,0.77,mm,2026-05-09 05:00:00,2026-05-09 05:03:00,boa,1
1059,15,caudal_estimado,35.99,m3/s,2026-05-09 05:00:00,2026-05-09 05:04:00,suspeita,0
1060,16,nivel_agua_percentagem,42.44,%,2026-05-09 05:00:00,2026-05-09 05:03:00,boa,1
1061,17,precipitacao_horaria,0.77,mm,2026-05-09 05:00:00,2026-05-09 05:03:00,boa,1
1062,18,caudal_estimado,35.6,m3/s,2026-05-09 05:00:00,2026-05-09 05:04:00,suspeita,0
1063,19,nivel_agua_percentagem,39.36,%,2026-05-09 05:00:00,2026-05-09 05:00:00,boa,1
1064,20,precipitacao_horaria,3.63,mm,2026-05-09 05:00:00,2026-05-09 05:02:00,boa,1
1065,21,caudal_estimado,52.93,m3/s,2026-05-09 05:00:00,2026-05-09 05:05:00,boa,1
1066,22,nivel_agua_percentagem,41.84,%,2026-05-09 05:00:00,2026-05-09 05:05:00,boa,1
1067,23,precipitacao_horaria,3.63,mm,2026-05-09 05:00:00,2026-05-09 05:01:00,boa,1
1068,24,caudal_estimado,29.38,m3/s,2026-05-09 05:00:00,2026-05-09 05:05:00,boa,1
1069,25,nivel_agua_percentagem,47.92,%,2026-05-09 05:00:00,2026-05-09 05:01:00,boa,1
1070,26,precipitacao_horaria,3.63,mm,2026-05-09 05:00:00,2026-05-09 05:00:00,boa,1
1071,27,caudal_estimado,50.67,m3/s,2026-05-09 05:00:00,2026-05-09 05:04:00,boa,1
1072,28,nivel_agua_percentagem,55.25,%,2026-05-09 05:00:00,2026-05-09 05:02:00,boa,1
1073,29,precipitacao_horaria,3.89,mm,2026-05-09 05:00:00,2026-05-09 05:05:00,boa,1
1074,30,caudal_estimado,48.74,m3/s,2026-05-09 05:00:00,2026-05-09 05:00:00,boa,1
1075,31,nivel_agua_percentagem,45.46,%,2026-05-09 05:00:00,2026-05-09 05:01:00,suspeita,0
1076,32,precipitacao_horaria,3.89,mm,2026-05-09 05:00:00,2026-05-09 05:05:00,boa,1
1077,33,caudal_estimado,52.69,m3/s,2026-05-09 05:00:00,2026-05-09 05:00:00,boa,1
1078,34,nivel_agua_percentagem,48.65,%,2026-05-09 05:00:00,2026-05-09 05:05:00,boa,1
1079,35,precipitacao_horaria,3.89,mm,2026-05-09 05:00:00,2026-05-09 05:05:00,boa,1
1080,36,caudal_estimado,48.44,m3/s,2026-05-09 05:00:00,2026-05-09 05:05:00,boa,1
1081,1,nivel_agua_percentagem,80.58,%,2026-05-09 06:00:00,2026-05-09 06:02:00,boa,1
1082,2,precipitacao_horaria,3.52,mm,2026-05-09 06:00:00,2026-05-09 06:04:00,boa,1
1083,3,caudal_estimado,49.59,m3/s,2026-05-09 06:00:00,2026-05-09 06:01:00,boa,1
1084,4,nivel_agua_percentagem,82.7,%,2026-05-09 06:00:00,2026-05-09 06:02:00,boa,1
1085,5,precipitacao_horaria,3.52,mm,2026-05-09 06:00:00,2026-05-09 06:02:00,suspeita,0
1086,6,caudal_estimado,111.5,m3/s,2026-05-09 06:00:00,2026-05-09 06:02:00,boa,1
1087,7,nivel_agua_percentagem,83.54,%,2026-05-09 06:00:00,2026-05-09 06:05:00,boa,1
1088,8,precipitacao_horaria,3.52,mm,2026-05-09 06:00:00,2026-05-09 06:03:00,boa,1
1089,9,caudal_estimado,82.84,m3/s,2026-05-09 06:00:00,2026-05-09 06:04:00,boa,1
1090,10,nivel_agua_percentagem,40.38,%,2026-05-09 06:00:00,2026-05-09 06:00:00,boa,1
1091,11,precipitacao_horaria,1.57,mm,2026-05-09 06:00:00,2026-05-09 06:03:00,boa,1
1092,12,caudal_estimado,47.45,m3/s,2026-05-09 06:00:00,2026-05-09 06:04:00,boa,1
1093,13,nivel_agua_percentagem,45.41,%,2026-05-09 06:00:00,2026-05-09 06:01:00,boa,1
1094,14,precipitacao_horaria,1.57,mm,2026-05-09 06:00:00,2026-05-09 06:00:00,boa,1
1095,15,caudal_estimado,53.84,m3/s,2026-05-09 06:00:00,2026-05-09 06:02:00,boa,1
1096,16,nivel_agua_percentagem,39.73,%,2026-05-09 06:00:00,2026-05-09 06:04:00,boa,1
1097,17,precipitacao_horaria,1.57,mm,2026-05-09 06:00:00,2026-05-09 06:05:00,boa,1
1098,18,caudal_estimado,28.9,m3/s,2026-05-09 06:00:00,2026-05-09 06:04:00,boa,1
1099,19,nivel_agua_percentagem,46.6,%,2026-05-09 06:00:00,2026-05-09 06:03:00,boa,1
1100,20,precipitacao_horaria,4.05,mm,2026-05-09 06:00:00,2026-05-09 06:03:00,boa,1
1101,21,caudal_estimado,51.06,m3/s,2026-05-09 06:00:00,2026-05-09 06:03:00,boa,1
1102,22,nivel_agua_percentagem,45.59,%,2026-05-09 06:00:00,2026-05-09 06:00:00,boa,1
1103,23,precipitacao_horaria,4.05,mm,2026-05-09 06:00:00,2026-05-09 06:02:00,boa,1
1104,24,caudal_estimado,43.59,m3/s,2026-05-09 06:00:00,2026-05-09 06:05:00,boa,1
1105,25,nivel_agua_percentagem,47.84,%,2026-05-09 06:00:00,2026-05-09 06:05:00,boa,1
1106,26,precipitacao_horaria,4.05,mm,2026-05-09 06:00:00,2026-05-09 06:00:00,boa,1
1107,27,caudal_estimado,29.34,m3/s,2026-05-09 06:00:00,2026-05-09 06:04:00,boa,1
1108,28,nivel_agua_percentagem,53.71,%,2026-05-09 06:00:00,2026-05-09 06:01:00,suspeita,0
1109,29,precipitacao_horaria,2.79,mm,2026-05-09 06:00:00,2026-05-09 06:04:00,boa,1
1110,30,caudal_estimado,62.43,m3/s,2026-05-09 06:00:00,2026-05-09 06:05:00,boa,1
1111,31,nivel_agua_percentagem,61.76,%,2026-05-09 06:00:00,2026-05-09 06:00:00,boa,1
1112,32,precipitacao_horaria,2.79,mm,2026-05-09 06:00:00,2026-05-09 06:04:00,boa,1
1113,33,caudal_estimado,40.9,m3/s,2026-05-09 06:00:00,2026-05-09 06:05:00,boa,1
1114,34,nivel_agua_percentagem,56.17,%,2026-05-09 06:00:00,2026-05-09 06:03:00,boa,1
1115,35,precipitacao_horaria,2.79,mm,2026-05-09 06:00:00,2026-05-09 06:03:00,boa,1
1116,36,caudal_estimado,60.7,m3/s,2026-05-09 06:00:00,2026-05-09 06:05:00,boa,1
1117,1,nivel_agua_percentagem,81.08,%,2026-05-09 07:00:00,2026-05-09 07:02:00,boa,1
1118,2,precipitacao_horaria,0.3,mm,2026-05-09 07:00:00,2026-05-09 07:04:00,boa,1
1119,3,caudal_estimado,74.62,m3/s,2026-05-09 07:00:00,2026-05-09 07:05:00,boa,1
1120,4,nivel_agua_percentagem,76.89,%,2026-05-09 07:00:00,2026-05-09 07:01:00,suspeita,0
1121,5,precipitacao_horaria,0.3,mm,2026-05-09 07:00:00,2026-05-09 07:03:00,boa,1
1122,6,caudal_estimado,81.03,m3/s,2026-05-09 07:00:00,2026-05-09 07:00:00,boa,1
1123,7,nivel_agua_percentagem,80.32,%,2026-05-09 07:00:00,2026-05-09 07:05:00,boa,1
1124,8,precipitacao_horaria,0.3,mm,2026-05-09 07:00:00,2026-05-09 07:05:00,boa,1
1125,9,caudal_estimado,71.75,m3/s,2026-05-09 07:00:00,2026-05-09 07:02:00,boa,1
1126,10,nivel_agua_percentagem,38.22,%,2026-05-09 07:00:00,2026-05-09 07:03:00,boa,1
1127,11,precipitacao_horaria,3.55,mm,2026-05-09 07:00:00,2026-05-09 07:00:00,boa,1
1128,12,caudal_estimado,42.83,m3/s,2026-05-09 07:00:00,2026-05-09 07:00:00,boa,1
1129,13,nivel_agua_percentagem,38.94,%,2026-05-09 07:00:00,2026-05-09 07:02:00,boa,1
1130,14,precipitacao_horaria,3.55,mm,2026-05-09 07:00:00,2026-05-09 07:02:00,boa,1
1131,15,caudal_estimado,46.88,m3/s,2026-05-09 07:00:00,2026-05-09 07:02:00,boa,1
1132,16,nivel_agua_percentagem,43.15,%,2026-05-09 07:00:00,2026-05-09 07:04:00,boa,1
1133,17,precipitacao_horaria,3.55,mm,2026-05-09 07:00:00,2026-05-09 07:04:00,suspeita,0
1134,18,caudal_estimado,39.29,m3/s,2026-05-09 07:00:00,2026-05-09 07:02:00,boa,1
1135,19,nivel_agua_percentagem,41.68,%,2026-05-09 07:00:00,2026-05-09 07:00:00,boa,1
1136,20,precipitacao_horaria,3.69,mm,2026-05-09 07:00:00,2026-05-09 07:01:00,suspeita,0
1137,21,caudal_estimado,54.83,m3/s,2026-05-09 07:00:00,2026-05-09 07:03:00,boa,1
1138,22,nivel_agua_percentagem,47.79,%,2026-05-09 07:00:00,2026-05-09 07:04:00,boa,1
1139,23,precipitacao_horaria,3.69,mm,2026-05-09 07:00:00,2026-05-09 07:05:00,boa,1
1140,24,caudal_estimado,42.14,m3/s,2026-05-09 07:00:00,2026-05-09 07:01:00,suspeita,0
1141,25,nivel_agua_percentagem,51.56,%,2026-05-09 07:00:00,2026-05-09 07:05:00,boa,1
1142,26,precipitacao_horaria,3.69,mm,2026-05-09 07:00:00,2026-05-09 07:03:00,boa,1
1143,27,caudal_estimado,38.25,m3/s,2026-05-09 07:00:00,2026-05-09 07:03:00,suspeita,0
1144,28,nivel_agua_percentagem,53.44,%,2026-05-09 07:00:00,2026-05-09 07:02:00,boa,1
1145,29,precipitacao_horaria,2.92,mm,2026-05-09 07:00:00,2026-05-09 07:03:00,boa,1
1146,30,caudal_estimado,50.15,m3/s,2026-05-09 07:00:00,2026-05-09 07:05:00,boa,1
1147,31,nivel_agua_percentagem,56.88,%,2026-05-09 07:00:00,2026-05-09 07:01:00,suspeita,0
1148,32,precipitacao_horaria,2.92,mm,2026-05-09 07:00:00,2026-05-09 07:03:00,suspeita,0
1149,33,caudal_estimado,44.29,m3/s,2026-05-09 07:00:00,2026-05-09 07:05:00,boa,1
1150,34,nivel_agua_percentagem,53.19,%,2026-05-09 07:00:00,2026-05-09 07:05:00,boa,1
1151,35,precipitacao_horaria,2.92,mm,2026-05-09 07:00:00,2026-05-09 07:05:00,boa,1
1152,36,caudal_estimado,51.62,m3/s,2026-05-09 07:00:00,2026-05-09 07:01:00,boa,1
1153,1,nivel_agua_percentagem,96.43,%,2026-05-09 08:00:00,2026-05-09 08:00:00,boa,1
1154,2,precipitacao_horaria,23.58,mm,2026-05-09 08:00:00,2026-05-09 08:00:00,boa,1
1155,3,caudal_estimado,63.38,m3/s,2026-05-09 08:00:00,2026-05-09 08:00:00,boa,1
1156,4,nivel_agua_percentagem,100,%,2026-05-09 08:00:00,2026-05-09 08:03:00,suspeita,0
1157,5,precipitacao_horaria,23.58,mm,2026-05-09 08:00:00,2026-05-09 08:04:00,boa,1
1158,6,caudal_estimado,100.75,m3/s,2026-05-09 08:00:00,2026-05-09 08:04:00,boa,1
1159,7,nivel_agua_percentagem,93.73,%,2026-05-09 08:00:00,2026-05-09 08:02:00,boa,1
1160,8,precipitacao_horaria,23.58,mm,2026-05-09 08:00:00,2026-05-09 08:02:00,boa,1
1161,9,caudal_estimado,75.41,m3/s,2026-05-09 08:00:00,2026-05-09 08:05:00,boa,1
1162,10,nivel_agua_percentagem,40.97,%,2026-05-09 08:00:00,2026-05-09 08:01:00,boa,1
1163,11,precipitacao_horaria,3.09,mm,2026-05-09 08:00:00,2026-05-09 08:05:00,boa,1
1164,12,caudal_estimado,44.26,m3/s,2026-05-09 08:00:00,2026-05-09 08:00:00,suspeita,0
1165,13,nivel_agua_percentagem,49.12,%,2026-05-09 08:00:00,2026-05-09 08:04:00,boa,1
1166,14,precipitacao_horaria,3.09,mm,2026-05-09 08:00:00,2026-05-09 08:01:00,boa,1
1167,15,caudal_estimado,34.24,m3/s,2026-05-09 08:00:00,2026-05-09 08:05:00,boa,1
1168,16,nivel_agua_percentagem,37.91,%,2026-05-09 08:00:00,2026-05-09 08:02:00,boa,1
1169,17,precipitacao_horaria,3.09,mm,2026-05-09 08:00:00,2026-05-09 08:04:00,boa,1
1170,18,caudal_estimado,48.57,m3/s,2026-05-09 08:00:00,2026-05-09 08:05:00,boa,1
1171,19,nivel_agua_percentagem,52.36,%,2026-05-09 08:00:00,2026-05-09 08:00:00,boa,1
1172,20,precipitacao_horaria,1.99,mm,2026-05-09 08:00:00,2026-05-09 08:02:00,boa,1
1173,21,caudal_estimado,44.51,m3/s,2026-05-09 08:00:00,2026-05-09 08:02:00,boa,1
1174,22,nivel_agua_percentagem,44.09,%,2026-05-09 08:00:00,2026-05-09 08:05:00,boa,1
1175,23,precipitacao_horaria,1.99,mm,2026-05-09 08:00:00,2026-05-09 08:04:00,boa,1
1176,24,caudal_estimado,51.16,m3/s,2026-05-09 08:00:00,2026-05-09 08:03:00,boa,1
1177,25,nivel_agua_percentagem,55.39,%,2026-05-09 08:00:00,2026-05-09 08:00:00,boa,1
1178,26,precipitacao_horaria,1.99,mm,2026-05-09 08:00:00,2026-05-09 08:01:00,boa,1
1179,27,caudal_estimado,72,m3/s,2026-05-09 08:00:00,2026-05-09 08:00:00,boa,1
1180,28,nivel_agua_percentagem,52.46,%,2026-05-09 08:00:00,2026-05-09 08:04:00,boa,1
1181,29,precipitacao_horaria,0.37,mm,2026-05-09 08:00:00,2026-05-09 08:04:00,boa,1
1182,30,caudal_estimado,58.54,m3/s,2026-05-09 08:00:00,2026-05-09 08:00:00,boa,1
1183,31,nivel_agua_percentagem,53.33,%,2026-05-09 08:00:00,2026-05-09 08:01:00,suspeita,0
1184,32,precipitacao_horaria,0.37,mm,2026-05-09 08:00:00,2026-05-09 08:04:00,boa,1
1185,33,caudal_estimado,51.8,m3/s,2026-05-09 08:00:00,2026-05-09 08:00:00,boa,1
1186,34,nivel_agua_percentagem,57.57,%,2026-05-09 08:00:00,2026-05-09 08:01:00,suspeita,0
1187,35,precipitacao_horaria,0.37,mm,2026-05-09 08:00:00,2026-05-09 08:03:00,suspeita,0
1188,36,caudal_estimado,77.38,m3/s,2026-05-09 08:00:00,2026-05-09 08:04:00,boa,1
1189,1,nivel_agua_percentagem,100,%,2026-05-09 09:00:00,2026-05-09 09:05:00,boa,1
1190,2,precipitacao_horaria,2.59,mm,2026-05-09 09:00:00,2026-05-09 09:02:00,boa,1
1191,3,caudal_estimado,125.2,m3/s,2026-05-09 09:00:00,2026-05-09 09:00:00,boa,1
1192,4,nivel_agua_percentagem,100,%,2026-05-09 09:00:00,2026-05-09 09:05:00,suspeita,0
1193,5,precipitacao_horaria,2.59,mm,2026-05-09 09:00:00,2026-05-09 09:05:00,boa,1
1194,6,caudal_estimado,76.99,m3/s,2026-05-09 09:00:00,2026-05-09 09:02:00,boa,1
1195,7,nivel_agua_percentagem,98.36,%,2026-05-09 09:00:00,2026-05-09 09:00:00,boa,1
1196,8,precipitacao_horaria,2.59,mm,2026-05-09 09:00:00,2026-05-09 09:00:00,boa,1
1197,9,caudal_estimado,123.86,m3/s,2026-05-09 09:00:00,2026-05-09 09:00:00,boa,1
1198,10,nivel_agua_percentagem,43.96,%,2026-05-09 09:00:00,2026-05-09 09:02:00,boa,1
1199,11,precipitacao_horaria,2.5,mm,2026-05-09 09:00:00,2026-05-09 09:02:00,boa,1
1200,12,caudal_estimado,44.08,m3/s,2026-05-09 09:00:00,2026-05-09 09:01:00,boa,1
1201,13,nivel_agua_percentagem,41.81,%,2026-05-09 09:00:00,2026-05-09 09:05:00,boa,1
1202,14,precipitacao_horaria,2.5,mm,2026-05-09 09:00:00,2026-05-09 09:03:00,boa,1
1203,15,caudal_estimado,56.34,m3/s,2026-05-09 09:00:00,2026-05-09 09:04:00,suspeita,0
1204,16,nivel_agua_percentagem,44.08,%,2026-05-09 09:00:00,2026-05-09 09:02:00,boa,1
1205,17,precipitacao_horaria,2.5,mm,2026-05-09 09:00:00,2026-05-09 09:00:00,boa,1
1206,18,caudal_estimado,41.26,m3/s,2026-05-09 09:00:00,2026-05-09 09:00:00,boa,1
1207,19,nivel_agua_percentagem,44.14,%,2026-05-09 09:00:00,2026-05-09 09:04:00,boa,1
1208,20,precipitacao_horaria,3.12,mm,2026-05-09 09:00:00,2026-05-09 09:05:00,boa,1
1209,21,caudal_estimado,48.89,m3/s,2026-05-09 09:00:00,2026-05-09 09:01:00,boa,1
1210,22,nivel_agua_percentagem,43.58,%,2026-05-09 09:00:00,2026-05-09 09:01:00,suspeita,0
1211,23,precipitacao_horaria,3.12,mm,2026-05-09 09:00:00,2026-05-09 09:00:00,boa,1
1212,24,caudal_estimado,46.14,m3/s,2026-05-09 09:00:00,2026-05-09 09:00:00,boa,1
1213,25,nivel_agua_percentagem,46.93,%,2026-05-09 09:00:00,2026-05-09 09:00:00,boa,1
1214,26,precipitacao_horaria,3.12,mm,2026-05-09 09:00:00,2026-05-09 09:02:00,boa,1
1215,27,caudal_estimado,30.46,m3/s,2026-05-09 09:00:00,2026-05-09 09:00:00,boa,1
1216,28,nivel_agua_percentagem,51.77,%,2026-05-09 09:00:00,2026-05-09 09:02:00,boa,1
1217,29,precipitacao_horaria,1.42,mm,2026-05-09 09:00:00,2026-05-09 09:05:00,boa,1
1218,30,caudal_estimado,31.33,m3/s,2026-05-09 09:00:00,2026-05-09 09:03:00,boa,1
1219,31,nivel_agua_percentagem,50.21,%,2026-05-09 09:00:00,2026-05-09 09:05:00,boa,1
1220,32,precipitacao_horaria,1.42,mm,2026-05-09 09:00:00,2026-05-09 09:01:00,boa,1
1221,33,caudal_estimado,59.77,m3/s,2026-05-09 09:00:00,2026-05-09 09:05:00,boa,1
1222,34,nivel_agua_percentagem,47.01,%,2026-05-09 09:00:00,2026-05-09 09:05:00,boa,1
1223,35,precipitacao_horaria,1.42,mm,2026-05-09 09:00:00,2026-05-09 09:03:00,boa,1
1224,36,caudal_estimado,50.19,m3/s,2026-05-09 09:00:00,2026-05-09 09:05:00,boa,1
1225,1,nivel_agua_percentagem,66.42,%,2026-05-09 10:00:00,2026-05-09 10:04:00,boa,1
1226,2,precipitacao_horaria,0,mm,2026-05-09 10:00:00,2026-05-09 10:05:00,boa,1
1227,3,caudal_estimado,45.53,m3/s,2026-05-09 10:00:00,2026-05-09 10:05:00,boa,1
1228,4,nivel_agua_percentagem,65.66,%,2026-05-09 10:00:00,2026-05-09 10:05:00,boa,1
1229,5,precipitacao_horaria,0,mm,2026-05-09 10:00:00,2026-05-09 10:04:00,suspeita,0
1230,6,caudal_estimado,63.73,m3/s,2026-05-09 10:00:00,2026-05-09 10:01:00,boa,1
1231,7,nivel_agua_percentagem,67.61,%,2026-05-09 10:00:00,2026-05-09 10:00:00,boa,1
1232,8,precipitacao_horaria,0,mm,2026-05-09 10:00:00,2026-05-09 10:05:00,suspeita,0
1233,9,caudal_estimado,45.42,m3/s,2026-05-09 10:00:00,2026-05-09 10:02:00,boa,1
1234,10,nivel_agua_percentagem,41.71,%,2026-05-09 10:00:00,2026-05-09 10:04:00,boa,1
1235,11,precipitacao_horaria,0.7,mm,2026-05-09 10:00:00,2026-05-09 10:05:00,boa,1
1236,12,caudal_estimado,27.53,m3/s,2026-05-09 10:00:00,2026-05-09 10:01:00,boa,1
1237,13,nivel_agua_percentagem,39.13,%,2026-05-09 10:00:00,2026-05-09 10:01:00,boa,1
1238,14,precipitacao_horaria,0.7,mm,2026-05-09 10:00:00,2026-05-09 10:02:00,boa,1
1239,15,caudal_estimado,48.5,m3/s,2026-05-09 10:00:00,2026-05-09 10:03:00,boa,1
1240,16,nivel_agua_percentagem,42.75,%,2026-05-09 10:00:00,2026-05-09 10:01:00,boa,1
1241,17,precipitacao_horaria,0.7,mm,2026-05-09 10:00:00,2026-05-09 10:00:00,boa,1
1242,18,caudal_estimado,29.63,m3/s,2026-05-09 10:00:00,2026-05-09 10:05:00,boa,1
1243,19,nivel_agua_percentagem,50.46,%,2026-05-09 10:00:00,2026-05-09 10:02:00,boa,1
1244,20,precipitacao_horaria,1.69,mm,2026-05-09 10:00:00,2026-05-09 10:02:00,boa,1
1245,21,caudal_estimado,53.31,m3/s,2026-05-09 10:00:00,2026-05-09 10:00:00,boa,1
1246,22,nivel_agua_percentagem,44.11,%,2026-05-09 10:00:00,2026-05-09 10:04:00,boa,1
1247,23,precipitacao_horaria,1.69,mm,2026-05-09 10:00:00,2026-05-09 10:00:00,boa,1
1248,24,caudal_estimado,44.89,m3/s,2026-05-09 10:00:00,2026-05-09 10:02:00,suspeita,0
1249,25,nivel_agua_percentagem,47.02,%,2026-05-09 10:00:00,2026-05-09 10:03:00,boa,1
1250,26,precipitacao_horaria,1.69,mm,2026-05-09 10:00:00,2026-05-09 10:02:00,suspeita,0
1251,27,caudal_estimado,52.43,m3/s,2026-05-09 10:00:00,2026-05-09 10:03:00,boa,1
1252,28,nivel_agua_percentagem,37.04,%,2026-05-09 10:00:00,2026-05-09 10:05:00,boa,1
1253,29,precipitacao_horaria,4.77,mm,2026-05-09 10:00:00,2026-05-09 10:02:00,boa,1
1254,30,caudal_estimado,28.51,m3/s,2026-05-09 10:00:00,2026-05-09 10:05:00,boa,1
1255,31,nivel_agua_percentagem,41.85,%,2026-05-09 10:00:00,2026-05-09 10:00:00,boa,1
1256,32,precipitacao_horaria,4.77,mm,2026-05-09 10:00:00,2026-05-09 10:03:00,boa,1
1257,33,caudal_estimado,56.06,m3/s,2026-05-09 10:00:00,2026-05-09 10:00:00,boa,1
1258,34,nivel_agua_percentagem,44.39,%,2026-05-09 10:00:00,2026-05-09 10:02:00,boa,1
1259,35,precipitacao_horaria,4.77,mm,2026-05-09 10:00:00,2026-05-09 10:00:00,boa,1
1260,36,caudal_estimado,43.88,m3/s,2026-05-09 10:00:00,2026-05-09 10:05:00,boa,1
1261,1,nivel_agua_percentagem,68.8,%,2026-05-09 11:00:00,2026-05-09 11:04:00,boa,1
1262,2,precipitacao_horaria,5.87,mm,2026-05-09 11:00:00,2026-05-09 11:05:00,suspeita,0
1263,3,caudal_estimado,67.12,m3/s,2026-05-09 11:00:00,2026-05-09 11:00:00,suspeita,0
1264,4,nivel_agua_percentagem,68.29,%,2026-05-09 11:00:00,2026-05-09 11:01:00,boa,1
1265,5,precipitacao_horaria,5.87,mm,2026-05-09 11:00:00,2026-05-09 11:00:00,boa,1
