idalerta,idplano_acao,estado,responsavel,data_inicio,data_conclusao,observacoes
326,5,concluido,Operador Municipal,2026-05-12 21:08:00,2026-05-12 23:45:00,
326,6,em_execucao,Operador Municipal,2026-05-12 21:12:00,,
327,3,concluido,Operador Municipal,2026-05-12 21:29:00,2026-05-12 22:54:00,
327,5,concluido,Operador Municipal,2026-05-12 21:27:00,2026-05-12 23:12:00,
327,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
328,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
328,3,em_execucao,Operador Municipal,2026-05-12 21:27:00,,
328,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
329,1,concluido,Operador Municipal,2026-05-12 22:30:00,2026-05-13 00:53:00,
329,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
329,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
330,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
330,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
330,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
331,3,em_execucao,Operador Municipal,2026-05-12 22:22:00,,
331,5,em_execucao,Operador Municipal,2026-05-12 22:27:00,,
331,6,em_execucao,Operador Municipal,2026-05-12 22:30:00,,
332,1,em_execucao,Operador Municipal,2026-05-12 23:30:00,,
332,3,em_execucao,Operador Municipal,2026-05-12 23:06:00,,
332,4,em_execucao,Operador Municipal,2026-05-12 23:08:00,,
333,3,concluido,Operador Municipal,2026-05-12 23:21:00,2026-05-13 01:41:00,
333,5,em_execucao,Operador Municipal,2026-05-12 23:07:00,,
333,6,concluido,Operador Municipal,2026-05-12 23:20:00,2026-05-13 00:08:00,
334,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
334,3,concluido,Operador Municipal,2026-05-12 23:23:00,2026-05-13 02:18:00,
334,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
335,5,em_execucao,Operador Municipal,2026-05-12 23:25:00,,
335,6,em_execucao,Operador Municipal,2026-05-12 23:25:00,,
335,7,em_execucao,Operador Municipal,2026-05-12 23:20:00,,
335,8,concluido,Operador Municipal,2026-05-12 23:13:00,2026-05-13 01:35:00,
336,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
336,3,concluido,Operador Municipal,2026-05-13 00:23:00,2026-05-13 01:54:00,
336,4,concluido,Operador Municipal,2026-05-13 00:07:00,2026-05-13 00:48:00,
337,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
337,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
337,6,concluido,Operador Municipal,2026-05-13 00:14:00,2026-05-13 01:27:00,
338,3,em_execucao,Operador Municipal,2026-05-13 00:30:00,,
338,5,em_execucao,Operador Municipal,2026-05-13 00:09:00,,
338,6,em_execucao,Operador Municipal,2026-05-13 00:10:00,,
339,3,em_execucao,Operador Municipal,2026-05-13 01:19:00,,
339,5,concluido,Operador Municipal,2026-05-13 01:21:00,2026-05-13 01:59:00,
339,6,em_execucao,Operador Municipal,2026-05-13 01:16:00,,
340,3,em_execucao,Operador Municipal,2026-05-13 01:23:00,,
340,5,em_execucao,Operador Municipal,2026-05-13 01:20:00,,
340,6,concluido,Operador Municipal,2026-05-13 01:19:00,2026-05-13 04:02:00,
341,5,em_execucao,Operador Municipal,2026-05-13 01:09:00,,
341,6,em_execucao,Operador Municipal,2026-05-13 01:15:00,,
341,7,em_execucao,Operador Municipal,2026-05-13 01:25:00,,
341,8,em_execucao,Operador Municipal,2026-05-13 01:06:00,,
342,1,concluido,Operador Municipal,2026-05-13 02:16:00,2026-05-13 03:56:00,
342,2,pendente,Operador Municipal,,,Ação ainda não iniciada.
343,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
343,3,em_execucao,Operador Municipal,2026-05-13 02:10:00,,
343,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
344,5,concluido,Operador Municipal,2026-05-13 02:14:00,2026-05-13 03:18:00,
344,6,em_execucao,Operador Municipal,2026-05-13 02:16:00,,
344,7,em_execucao,Operador Municipal,2026-05-13 02:10:00,,
344,8,concluido,Operador Municipal,2026-05-13 02:10:00,2026-05-13 03:08:00,
345,3,em_execucao,Operador Municipal,2026-05-13 03:09:00,,
345,5,concluido,Operador Municipal,2026-05-13 03:12:00,2026-05-13 03:59:00,
345,6,concluido,Operador Municipal,2026-05-13 03:27:00,2026-05-13 04:57:00,
346,5,em_execucao,Operador Municipal,2026-05-13 03:07:00,,
346,6,concluido,Operador Municipal,2026-05-13 03:16:00,2026-05-13 05:49:00,
346,7,concluido,Operador Municipal,2026-05-13 03:22:00,2026-05-13 04:54:00,
346,8,concluido,Operador Municipal,2026-05-13 03:14:00,2026-05-13 04:49:00,
347,1,concluido,Operador Municipal,2026-05-13 04:07:00,2026-05-13 04:59:00,
347,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
347,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
348,3,concluido,Operador Municipal,2026-05-13 04:12:00,2026-05-13 06:44:00,
348,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
348,6,em_execucao,Operador Municipal,2026-05-13 04:12:00,,
349,5,concluido,Operador Municipal,2026-05-13 04:05:00,2026-05-13 06:03:00,
349,6,concluido,Operador Municipal,2026-05-13 04:10:00,2026-05-13 04:46:00,
349,7,em_execucao,Operador Municipal,2026-05-13 04:29:00,,
349,8,em_execucao,Operador Municipal,2026-05-13 04:08:00,,
350,5,em_execucao,Operador Municipal,2026-05-13 05:22:00,,
350,6,concluido,Operador Municipal,2026-05-13 05:12:00,2026-05-13 06:54:00,
350,7,em_execucao,Operador Municipal,2026-05-13 05:17:00,,
350,8,em_execucao,Operador Municipal,2026-05-13 05:05:00,,
351,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
351,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
351,7,concluido,Operador Municipal,2026-05-13 05:06:00,2026-05-13 07:55:00,
351,8,pendente,Operador Municipal,,,Ação ainda não iniciada.
352,3,concluido,Operador Municipal,2026-05-13 06:13:00,2026-05-13 07:06:00,
352,5,concluido,Operador Municipal,2026-05-13 06:14:00,2026-05-13 09:11:00,
352,6,em_execucao,Operador Municipal,2026-05-13 06:15:00,,
353,1,concluido,Operador Municipal,2026-05-13 06:28:00,2026-05-13 08:41:00,
353,3,concluido,Operador Municipal,2026-05-13 06:14:00,2026-05-13 09:10:00,
353,4,concluido,Operador Municipal,2026-05-13 06:30:00,2026-05-13 07:54:00,
354,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
354,5,concluido,Operador Municipal,2026-05-13 06:14:00,2026-05-13 07:51:00,
354,6,concluido,Operador Municipal,2026-05-13 06:13:00,2026-05-13 07:01:00,
355,5,em_execucao,Operador Municipal,2026-05-13 06:20:00,,
355,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
355,7,pendente,Operador Municipal,,,Ação ainda não iniciada.
355,8,em_execucao,Operador Municipal,2026-05-13 06:29:00,,
356,3,em_execucao,Operador Municipal,2026-05-13 07:07:00,,
356,5,em_execucao,Operador Municipal,2026-05-13 07:18:00,,
356,6,em_execucao,Operador Municipal,2026-05-13 07:17:00,,
357,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
357,3,em_execucao,Operador Municipal,2026-05-13 07:22:00,,
357,4,concluido,Operador Municipal,2026-05-13 07:21:00,2026-05-13 09:04:00,
358,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
358,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
358,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
359,5,em_execucao,Operador Municipal,2026-05-13 07:19:00,,
359,6,concluido,Operador Municipal,2026-05-13 07:08:00,2026-05-13 09:29:00,
359,7,em_execucao,Operador Municipal,2026-05-13 07:23:00,,
359,8,em_execucao,Operador Municipal,2026-05-13 07:21:00,,
360,3,em_execucao,Operador Municipal,2026-05-13 08:13:00,,
360,5,concluido,Operador Municipal,2026-05-13 08:05:00,2026-05-13 10:40:00,
360,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
361,3,em_execucao,Operador Municipal,2026-05-13 08:21:00,,
361,5,em_execucao,Operador Municipal,2026-05-13 08:19:00,,
361,6,em_execucao,Operador Municipal,2026-05-13 08:28:00,,
362,5,concluido,Operador Municipal,2026-05-13 08:29:00,2026-05-13 09:33:00,
362,6,concluido,Operador Municipal,2026-05-13 08:05:00,2026-05-13 08:45:00,
362,7,em_execucao,Operador Municipal,2026-05-13 08:05:00,,
362,8,em_execucao,Operador Municipal,2026-05-13 08:16:00,,
363,3,concluido,Operador Municipal,2026-05-13 09:30:00,2026-05-13 11:16:00,
363,5,em_execucao,Operador Municipal,2026-05-13 09:17:00,,
363,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
364,1,concluido,Operador Municipal,2026-05-13 09:09:00,2026-05-13 11:55:00,
364,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
364,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
365,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
365,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
365,7,concluido,Operador Municipal,2026-05-13 09:30:00,2026-05-13 12:00:00,
365,8,em_execucao,Operador Municipal,2026-05-13 09:20:00,,
366,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
366,5,concluido,Operador Municipal,2026-05-13 10:07:00,2026-05-13 12:25:00,
366,6,em_execucao,Operador Municipal,2026-05-13 10:17:00,,
367,3,em_execucao,Operador Municipal,2026-05-13 10:20:00,,
367,5,concluido,Operador Municipal,2026-05-13 10:16:00,2026-05-13 12:14:00,
367,6,concluido,Operador Municipal,2026-05-13 10:25:00,2026-05-13 11:32:00,
368,1,concluido,Operador Municipal,2026-05-13 10:22:00,2026-05-13 12:49:00,
368,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
368,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
369,3,concluido,Operador Municipal,2026-05-13 11:27:00,2026-05-13 14:00:00,
369,5,concluido,Operador Municipal,2026-05-13 11:23:00,2026-05-13 13:44:00,
369,6,em_execucao,Operador Municipal,2026-05-13 11:24:00,,
370,3,concluido,Operador Municipal,2026-05-13 11:16:00,2026-05-13 12:39:00,
370,5,em_execucao,Operador Municipal,2026-05-13 11:11:00,,
370,6,concluido,Operador Municipal,2026-05-13 11:17:00,2026-05-13 13:58:00,
371,3,em_execucao,Operador Municipal,2026-05-13 11:10:00,,
371,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
371,6,em_execucao,Operador Municipal,2026-05-13 11:07:00,,
372,3,concluido,Operador Municipal,2026-05-13 12:09:00,2026-05-13 13:10:00,
372,5,em_execucao,Operador Municipal,2026-05-13 12:19:00,,
372,6,concluido,Operador Municipal,2026-05-13 12:14:00,2026-05-13 12:49:00,
373,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
373,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
373,4,concluido,Operador Municipal,2026-05-13 12:07:00,2026-05-13 14:18:00,
374,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
374,3,em_execucao,Operador Municipal,2026-05-13 13:17:00,,
374,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
375,3,em_execucao,Operador Municipal,2026-05-13 13:09:00,,
375,5,em_execucao,Operador Municipal,2026-05-13 13:26:00,,
375,6,em_execucao,Operador Municipal,2026-05-13 13:22:00,,
376,3,em_execucao,Operador Municipal,2026-05-13 13:17:00,,
376,5,em_execucao,Operador Municipal,2026-05-13 13:11:00,,
376,6,concluido,Operador Municipal,2026-05-13 13:25:00,2026-05-13 14:13:00,
377,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
377,2,em_execucao,Operador Municipal,2026-05-13 13:15:00,,
378,3,concluido,Operador Municipal,2026-05-13 14:26:00,2026-05-13 17:04:00,
378,5,concluido,Operador Municipal,2026-05-13 14:16:00,2026-05-13 15:11:00,
378,6,em_execucao,Operador Municipal,2026-05-13 14:24:00,,
379,3,em_execucao,Operador Municipal,2026-05-13 14:28:00,,
379,5,concluido,Operador Municipal,2026-05-13 14:19:00,2026-05-13 17:01:00,
379,6,em_execucao,Operador Municipal,2026-05-13 14:22:00,,
380,3,em_execucao,Operador Municipal,2026-05-13 14:11:00,,
380,5,em_execucao,Operador Municipal,2026-05-13 14:25:00,,
380,6,concluido,Operador Municipal,2026-05-13 14:10:00,2026-05-13 17:00:00,
381,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
381,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
381,4,concluido,Operador Municipal,2026-05-13 15:11:00,2026-05-13 17:02:00,
382,3,em_execucao,Operador Municipal,2026-05-13 15:27:00,,
382,5,concluido,Operador Municipal,2026-05-13 15:28:00,2026-05-13 17:44:00,
382,6,em_execucao,Operador Municipal,2026-05-13 15:26:00,,
383,3,em_execucao,Operador Municipal,2026-05-13 15:21:00,,
383,5,concluido,Operador Municipal,2026-05-13 15:29:00,2026-05-13 18:07:00,
383,6,em_execucao,Operador Municipal,2026-05-13 15:25:00,,
384,1,em_execucao,Operador Municipal,2026-05-13 16:30:00,,
384,3,em_execucao,Operador Municipal,2026-05-13 16:16:00,,
384,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
385,3,concluido,Operador Municipal,2026-05-13 16:22:00,2026-05-13 17:59:00,
385,5,concluido,Operador Municipal,2026-05-13 16:05:00,2026-05-13 18:23:00,
385,6,em_execucao,Operador Municipal,2026-05-13 16:20:00,,
386,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
386,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
386,6,em_execucao,Operador Municipal,2026-05-13 16:13:00,,
387,3,concluido,Operador Municipal,2026-05-13 16:20:00,2026-05-13 17:49:00,
387,5,em_execucao,Operador Municipal,2026-05-13 16:24:00,,
387,6,em_execucao,Operador Municipal,2026-05-13 16:24:00,,
388,3,em_execucao,Operador Municipal,2026-05-13 17:25:00,,
388,5,concluido,Operador Municipal,2026-05-13 17:19:00,2026-05-13 19:29:00,
388,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
389,3,concluido,Operador Municipal,2026-05-13 17:08:00,2026-05-13 17:39:00,
389,5,concluido,Operador Municipal,2026-05-13 17:15:00,2026-05-13 19:21:00,
389,6,concluido,Operador Municipal,2026-05-13 17:12:00,2026-05-13 18:47:00,
390,3,concluido,Operador Municipal,2026-05-13 17:07:00,2026-05-13 18:58:00,
390,5,em_execucao,Operador Municipal,2026-05-13 17:28:00,,
390,6,em_execucao,Operador Municipal,2026-05-13 17:09:00,,
391,1,concluido,Operador Municipal,2026-05-13 18:15:00,2026-05-13 21:08:00,
391,3,concluido,Operador Municipal,2026-05-13 18:06:00,2026-05-13 19:06:00,
391,4,em_execucao,Operador Municipal,2026-05-13 18:23:00,,
392,3,concluido,Operador Municipal,2026-05-13 18:14:00,2026-05-13 19:21:00,
392,5,em_execucao,Operador Municipal,2026-05-13 18:06:00,,
392,6,em_execucao,Operador Municipal,2026-05-13 18:25:00,,
393,5,concluido,Operador Municipal,2026-05-13 18:05:00,2026-05-13 19:51:00,
393,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
393,7,em_execucao,Operador Municipal,2026-05-13 18:18:00,,
393,8,em_execucao,Operador Municipal,2026-05-13 18:16:00,,
394,1,em_execucao,Operador Municipal,2026-05-13 19:30:00,,
394,2,em_execucao,Operador Municipal,2026-05-13 19:20:00,,
395,5,concluido,Operador Municipal,2026-05-13 19:09:00,2026-05-13 22:08:00,
395,6,em_execucao,Operador Municipal,2026-05-13 19:13:00,,
395,7,em_execucao,Operador Municipal,2026-05-13 19:26:00,,
395,8,concluido,Operador Municipal,2026-05-13 19:13:00,2026-05-13 21:38:00,
396,1,em_execucao,Operador Municipal,2026-05-13 20:25:00,,
396,3,concluido,Operador Municipal,2026-05-13 20:28:00,2026-05-13 22:50:00,
396,4,concluido,Operador Municipal,2026-05-13 20:09:00,2026-05-13 22:37:00,
397,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
397,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
397,4,concluido,Operador Municipal,2026-05-13 20:09:00,2026-05-13 20:47:00,
398,5,concluido,Operador Municipal,2026-05-13 20:16:00,2026-05-13 22:19:00,
398,6,concluido,Operador Municipal,2026-05-13 20:09:00,2026-05-13 21:34:00,
398,7,em_execucao,Operador Municipal,2026-05-13 20:19:00,,
398,8,concluido,Operador Municipal,2026-05-13 20:21:00,2026-05-13 22:00:00,
399,5,concluido,Operador Municipal,2026-05-13 21:19:00,2026-05-13 23:49:00,
399,6,em_execucao,Operador Municipal,2026-05-13 21:28:00,,
399,7,concluido,Operador Municipal,2026-05-13 21:22:00,2026-05-14 00:10:00,
399,8,concluido,Operador Municipal,2026-05-13 21:13:00,2026-05-13 22:48:00,
400,3,concluido,Operador Municipal,2026-05-13 22:20:00,2026-05-13 23:00:00,
400,5,em_execucao,Operador Municipal,2026-05-13 22:13:00,,
400,6,concluido,Operador Municipal,2026-05-13 22:05:00,2026-05-14 00:02:00,
401,5,em_execucao,Operador Municipal,2026-05-13 22:14:00,,
401,6,em_execucao,Operador Municipal,2026-05-13 22:20:00,,
401,7,concluido,Operador Municipal,2026-05-13 22:13:00,2026-05-14 00:09:00,
401,8,em_execucao,Operador Municipal,2026-05-13 22:30:00,,
402,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
402,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
402,4,concluido,Operador Municipal,2026-05-13 23:18:00,2026-05-13 23:55:00,
403,5,concluido,Operador Municipal,2026-05-13 23:30:00,2026-05-14 02:24:00,
403,6,em_execucao,Operador Municipal,2026-05-13 23:18:00,,
403,7,concluido,Operador Municipal,2026-05-13 23:09:00,2026-05-14 00:07:00,
403,8,pendente,Operador Municipal,,,Ação ainda não iniciada.
404,1,em_execucao,Operador Municipal,2026-05-14 00:29:00,,
404,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
404,4,concluido,Operador Municipal,2026-05-14 00:17:00,2026-05-14 02:49:00,
405,1,em_execucao,Operador Municipal,2026-05-14 00:19:00,,
405,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
405,4,concluido,Operador Municipal,2026-05-14 00:23:00,2026-05-14 02:49:00,
406,3,em_execucao,Operador Municipal,2026-05-14 00:10:00,,
406,5,concluido,Operador Municipal,2026-05-14 00:29:00,2026-05-14 01:43:00,
406,6,concluido,Operador Municipal,2026-05-14 00:23:00,2026-05-14 00:59:00,
407,3,concluido,Operador Municipal,2026-05-14 01:12:00,2026-05-14 02:55:00,
407,5,concluido,Operador Municipal,2026-05-14 01:16:00,2026-05-14 03:59:00,
407,6,concluido,Operador Municipal,2026-05-14 01:14:00,2026-05-14 03:46:00,
408,3,em_execucao,Operador Municipal,2026-05-14 01:30:00,,
408,5,concluido,Operador Municipal,2026-05-14 01:18:00,2026-05-14 03:28:00,
408,6,em_execucao,Operador Municipal,2026-05-14 01:14:00,,
409,5,concluido,Operador Municipal,2026-05-14 01:09:00,2026-05-14 04:09:00,
409,6,em_execucao,Operador Municipal,2026-05-14 01:05:00,,
409,7,concluido,Operador Municipal,2026-05-14 01:17:00,2026-05-14 03:34:00,
409,8,em_execucao,Operador Municipal,2026-05-14 01:18:00,,
410,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
410,5,em_execucao,Operador Municipal,2026-05-14 02:20:00,,
410,6,em_execucao,Operador Municipal,2026-05-14 02:20:00,,
411,1,em_execucao,Operador Municipal,2026-05-14 02:24:00,,
411,3,concluido,Operador Municipal,2026-05-14 02:13:00,2026-05-14 04:35:00,
411,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
412,3,em_execucao,Operador Municipal,2026-05-14 02:22:00,,
412,5,concluido,Operador Municipal,2026-05-14 02:09:00,2026-05-14 04:40:00,
412,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
413,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
413,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
413,4,concluido,Operador Municipal,2026-05-14 03:21:00,2026-05-14 04:52:00,
414,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
414,3,concluido,Operador Municipal,2026-05-14 03:16:00,2026-05-14 05:57:00,
414,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
415,3,concluido,Operador Municipal,2026-05-14 03:27:00,2026-05-14 06:22:00,
415,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
415,6,concluido,Operador Municipal,2026-05-14 03:25:00,2026-05-14 04:59:00,
416,1,em_execucao,Operador Municipal,2026-05-14 04:27:00,,
416,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
416,4,concluido,Operador Municipal,2026-05-14 04:25:00,2026-05-14 06:11:00,
417,3,concluido,Operador Municipal,2026-05-14 04:07:00,2026-05-14 06:59:00,
417,5,em_execucao,Operador Municipal,2026-05-14 04:05:00,,
417,6,concluido,Operador Municipal,2026-05-14 04:14:00,2026-05-14 05:49:00,
418,3,concluido,Operador Municipal,2026-05-14 04:12:00,2026-05-14 05:04:00,
418,5,em_execucao,Operador Municipal,2026-05-14 04:06:00,,
418,6,em_execucao,Operador Municipal,2026-05-14 04:27:00,,
419,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
419,3,concluido,Operador Municipal,2026-05-14 05:13:00,2026-05-14 06:47:00,
419,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
420,3,em_execucao,Operador Municipal,2026-05-14 05:06:00,,
420,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
420,6,em_execucao,Operador Municipal,2026-05-14 05:29:00,,
421,1,concluido,Operador Municipal,2026-05-14 06:09:00,2026-05-14 06:52:00,
421,3,em_execucao,Operador Municipal,2026-05-14 06:11:00,,
421,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
422,3,concluido,Operador Municipal,2026-05-14 06:19:00,2026-05-14 07:46:00,
422,5,concluido,Operador Municipal,2026-05-14 06:19:00,2026-05-14 09:03:00,
422,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
423,1,concluido,Operador Municipal,2026-05-14 06:08:00,2026-05-14 07:15:00,
423,3,em_execucao,Operador Municipal,2026-05-14 06:07:00,,
423,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
424,3,em_execucao,Operador Municipal,2026-05-14 06:08:00,,
424,5,em_execucao,Operador Municipal,2026-05-14 06:12:00,,
424,6,em_execucao,Operador Municipal,2026-05-14 06:15:00,,
425,1,concluido,Operador Municipal,2026-05-14 07:09:00,2026-05-14 08:38:00,
425,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
425,4,concluido,Operador Municipal,2026-05-14 07:13:00,2026-05-14 08:56:00,
426,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
426,5,concluido,Operador Municipal,2026-05-14 07:21:00,2026-05-14 09:52:00,
426,6,em_execucao,Operador Municipal,2026-05-14 07:22:00,,
427,1,concluido,Operador Municipal,2026-05-14 08:29:00,2026-05-14 09:46:00,
427,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
427,4,em_execucao,Operador Municipal,2026-05-14 08:26:00,,
428,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
428,3,em_execucao,Operador Municipal,2026-05-14 09:09:00,,
428,4,pendente,Operador Municipal,,,Ação ainda não iniciada.
429,3,concluido,Operador Municipal,2026-05-14 09:15:00,2026-05-14 10:46:00,
429,5,concluido,Operador Municipal,2026-05-14 09:21:00,2026-05-14 11:26:00,
429,6,concluido,Operador Municipal,2026-05-14 09:13:00,2026-05-14 11:04:00,
430,3,em_execucao,Operador Municipal,2026-05-14 09:20:00,,
430,5,concluido,Operador Municipal,2026-05-14 09:06:00,2026-05-14 11:37:00,
430,6,em_execucao,Operador Municipal,2026-05-14 09:24:00,,
431,1,concluido,Operador Municipal,2026-05-14 09:22:00,2026-05-14 10:13:00,
431,2,concluido,Operador Municipal,2026-05-14 09:09:00,2026-05-14 12:05:00,
432,3,em_execucao,Operador Municipal,2026-05-14 10:27:00,,
432,5,em_execucao,Operador Municipal,2026-05-14 10:08:00,,
432,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
433,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
433,3,concluido,Operador Municipal,2026-05-14 10:22:00,2026-05-14 12:22:00,
433,4,concluido,Operador Municipal,2026-05-14 10:28:00,2026-05-14 12:53:00,
434,1,em_execucao,Operador Municipal,2026-05-14 11:18:00,,
434,3,concluido,Operador Municipal,2026-05-14 11:13:00,2026-05-14 12:17:00,
434,4,em_execucao,Operador Municipal,2026-05-14 11:08:00,,
435,5,em_execucao,Operador Municipal,2026-05-14 11:29:00,,
435,6,em_execucao,Operador Municipal,2026-05-14 11:28:00,,
435,7,em_execucao,Operador Municipal,2026-05-14 11:28:00,,
435,8,concluido,Operador Municipal,2026-05-14 11:26:00,2026-05-14 13:08:00,
436,1,pendente,Operador Municipal,,,Ação ainda não iniciada.
436,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
436,4,em_execucao,Operador Municipal,2026-05-14 11:17:00,,
437,1,concluido,Operador Municipal,2026-05-14 12:21:00,2026-05-14 14:42:00,
437,3,pendente,Operador Municipal,,,Ação ainda não iniciada.
437,4,concluido,Operador Municipal,2026-05-14 12:05:00,2026-05-14 14:14:00,
438,5,concluido,Operador Municipal,2026-05-14 12:26:00,2026-05-14 13:52:00,
438,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
438,7,concluido,Operador Municipal,2026-05-14 12:16:00,2026-05-14 14:38:00,
438,8,em_execucao,Operador Municipal,2026-05-14 12:10:00,,
439,5,pendente,Operador Municipal,,,Ação ainda não iniciada.
439,6,em_execucao,Operador Municipal,2026-05-14 12:22:00,,
439,7,concluido,Operador Municipal,2026-05-14 12:19:00,2026-05-14 13:28:00,
439,8,pendente,Operador Municipal,,,Ação ainda não iniciada.
440,3,concluido,Operador Municipal,2026-05-14 12:29:00,2026-05-14 13:15:00,
440,5,em_execucao,Operador Municipal,2026-05-14 12:15:00,,
440,6,concluido,Operador Municipal,2026-05-14 12:11:00,2026-05-14 12:53:00,
441,5,em_execucao,Operador Municipal,2026-05-14 13:21:00,,
441,6,em_execucao,Operador Municipal,2026-05-14 13:06:00,,
441,7,pendente,Operador Municipal,,,Ação ainda não iniciada.
441,8,concluido,Operador Municipal,2026-05-14 13:11:00,2026-05-14 15:45:00,
442,5,concluido,Operador Municipal,2026-05-14 13:14:00,2026-05-14 14:52:00,
442,6,concluido,Operador Municipal,2026-05-14 13:08:00,2026-05-14 14:02:00,
442,7,em_execucao,Operador Municipal,2026-05-14 13:15:00,,
442,8,concluido,Operador Municipal,2026-05-14 13:15:00,2026-05-14 15:20:00,
443,1,concluido,Operador Municipal,2026-05-14 14:12:00,2026-05-14 15:25:00,
443,3,concluido,Operador Municipal,2026-05-14 14:10:00,2026-05-14 14:59:00,
443,4,em_execucao,Operador Municipal,2026-05-14 14:18:00,,
444,5,em_execucao,Operador Municipal,2026-05-14 14:10:00,,
444,6,pendente,Operador Municipal,,,Ação ainda não iniciada.
444,7,em_execucao,Operador Municipal,2026-05-14 14:20:00,,
444,8,pendente,Operador Municipal,,,Ação ainda não iniciada.
445,5,concluido,Operador Municipal,2026-05-14 14:11:00,2026-05-14 15:53:00,
445,6,em_execucao,Operador Municipal,2026-05-14 14:26:00,,
445,7,concluido,Operador Municipal,2026-05-14 14:16:00,2026-05-14 16:31:00,
445,8,concluido,Operador Municipal,2026-05-14 14:10:00,2026-05-14 15:29:00,
446,3,em_execucao,Operador Municipal,2026-05-14 14:10:00,,
446,5,concluido,Operador Municipal,2026-05-14 14:24:00,2026-05-14 16:16:00,
446,6,em_execucao,Operador Municipal,2026-05-14 14:13:00,,
