idprevisao,idarea_risco,fonte,data_emissao,data_inicio_previsao,data_fim_previsao,horizonte_horas,precipitacao_prevista_mm,confianca
714,2,IPMA_simulado,2026-05-15 10:00:00,2026-05-15 10:00:00,2026-05-15 11:00:00,1,29.05,0.736
715,3,IPMA_simulado,2026-05-15 10:00:00,2026-05-15 10:00:00,2026-05-15 11:00:00,1,17.93,0.652
716,4,IPMA_simulado,2026-05-15 10:00:00,2026-05-15 10:00:00,2026-05-15 11:00:00,1,0,0.824
717,1,IPMA_simulado,2026-05-15 11:00:00,2026-05-15 11:00:00,2026-05-15 12:00:00,1,0,0.89
718,2,IPMA_simulado,2026-05-15 11:00:00,2026-05-15 11:00:00,2026-05-15 12:00:00,1,6.97,0.84
719,3,IPMA_simulado,2026-05-15 11:00:00,2026-05-15 11:00:00,2026-05-15 12:00:00,1,12.73,0.851
720,4,IPMA_simulado,2026-05-15 11:00:00,2026-05-15 11:00:00,2026-05-15 12:00:00,1,3.13,0.95
721,1,IPMA_simulado,2026-05-15 12:00:00,2026-05-15 12:00:00,2026-05-15 13:00:00,1,10.07,0.714
722,2,IPMA_simulado,2026-05-15 12:00:00,2026-05-15 12:00:00,2026-05-15 13:00:00,1,7.79,0.863
723,3,IPMA_simulado,2026-05-15 12:00:00,2026-05-15 12:00:00,2026-05-15 13:00:00,1,0,0.851
724,4,IPMA_simulado,2026-05-15 12:00:00,2026-05-15 12:00:00,2026-05-15 13:00:00,1,0,0.731
725,1,IPMA_simulado,2026-05-15 13:00:00,2026-05-15 13:00:00,2026-05-15 14:00:00,1,5.16,0.767
726,2,IPMA_simulado,2026-05-15 13:00:00,2026-05-15 13:00:00,2026-05-15 14:00:00,1,12.65,0.928
727,3,IPMA_simulado,2026-05-15 13:00:00,2026-05-15 13:00:00,2026-05-15 14:00:00,1,1.59,0.894
728,4,IPMA_simulado,2026-05-15 13:00:00,2026-05-15 13:00:00,2026-05-15 14:00:00,1,8.27,0.816
729,1,IPMA_simulado,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 15:00:00,1,35.43,0.865
730,2,IPMA_simulado,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 15:00:00,1,12.57,0.889
731,3,IPMA_simulado,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 15:00:00,1,8.39,0.742
732,4,IPMA_simulado,2026-05-15 14:00:00,2026-05-15 14:00:00,2026-05-15 15:00:00,1,3.04,0.855
733,1,IPMA_simulado,2026-05-15 15:00:00,2026-05-15 15:00:00,2026-05-15 16:00:00,1,7.76,0.689
734,2,IPMA_simulado,2026-05-15 15:00:00,2026-05-15 15:00:00,2026-05-15 16:00:00,1,3.64,0.703
735,3,IPMA_simulado,2026-05-15 15:00:00,2026-05-15 15:00:00,2026-05-15 16:00:00,1,17.88,0.818
736,4,IPMA_simulado,2026-05-15 15:00:00,2026-05-15 15:00:00,2026-05-15 16:00:00,1,11.16,0.941
737,1,IPMA_simulado,2026-05-15 16:00:00,2026-05-15 16:00:00,2026-05-15 17:00:00,1,5.14,0.735
738,2,IPMA_simulado,2026-05-15 16:00:00,2026-05-15 16:00:00,2026-05-15 17:00:00,1,19.84,0.709
739,3,IPMA_simulado,2026-05-15 16:00:00,2026-05-15 16:00:00,2026-05-15 17:00:00,1,4.83,0.825
740,4,IPMA_simulado,2026-05-15 16:00:00,2026-05-15 16:00:00,2026-05-15 17:00:00,1,12.07,0.886
741,1,IPMA_simulado,2026-05-15 17:00:00,2026-05-15 17:00:00,2026-05-15 18:00:00,1,16.96,0.671
742,2,IPMA_simulado,2026-05-15 17:00:00,2026-05-15 17:00:00,2026-05-15 18:00:00,1,21.39,0.667
743,3,IPMA_simulado,2026-05-15 17:00:00,2026-05-15 17:00:00,2026-05-15 18:00:00,1,11.8,0.88
744,4,IPMA_simulado,2026-05-15 17:00:00,2026-05-15 17:00:00,2026-05-15 18:00:00,1,6.69,0.756
745,1,IPMA_simulado,2026-05-15 18:00:00,2026-05-15 18:00:00,2026-05-15 19:00:00,1,25.84,0.742
746,2,IPMA_simulado,2026-05-15 18:00:00,2026-05-15 18:00:00,2026-05-15 19:00:00,1,70,0.778
747,3,IPMA_simulado,2026-05-15 18:00:00,2026-05-15 18:00:00,2026-05-15 19:00:00,1,14.33,0.764
748,4,IPMA_simulado,2026-05-15 18:00:00,2026-05-15 18:00:00,2026-05-15 19:00:00,1,22.38,0.729
749,1,IPMA_simulado,2026-05-15 19:00:00,2026-05-15 19:00:00,2026-05-15 20:00:00,1,0,0.688
750,2,IPMA_simulado,2026-05-15 19:00:00,2026-05-15 19:00:00,2026-05-15 20:00:00,1,0,0.678
751,3,IPMA_simulado,2026-05-15 19:00:00,2026-05-15 19:00:00,2026-05-15 20:00:00,1,2.4,0.705
752,4,IPMA_simulado,2026-05-15 19:00:00,2026-05-15 19:00:00,2026-05-15 20:00:00,1,16.52,0.721
753,1,IPMA_simulado,2026-05-15 20:00:00,2026-05-15 20:00:00,2026-05-15 21:00:00,1,7.15,0.86
754,2,IPMA_simulado,2026-05-15 20:00:00,2026-05-15 20:00:00,2026-05-15 21:00:00,1,18.97,0.915
755,3,IPMA_simulado,2026-05-15 20:00:00,2026-05-15 20:00:00,2026-05-15 21:00:00,1,0,0.885
756,4,IPMA_simulado,2026-05-15 20:00:00,2026-05-15 20:00:00,2026-05-15 21:00:00,1,5.5,0.892
757,1,IPMA_simulado,2026-05-15 21:00:00,2026-05-15 21:00:00,2026-05-15 22:00:00,1,1.55,0.9
758,2,IPMA_simulado,2026-05-15 21:00:00,2026-05-15 21:00:00,2026-05-15 22:00:00,1,4.77,0.716
759,3,IPMA_simulado,2026-05-15 21:00:00,2026-05-15 21:00:00,2026-05-15 22:00:00,1,12.75,0.757
760,4,IPMA_simulado,2026-05-15 21:00:00,2026-05-15 21:00:00,2026-05-15 22:00:00,1,10.64,0.795
761,1,IPMA_simulado,2026-05-15 22:00:00,2026-05-15 22:00:00,2026-05-15 23:00:00,1,0,0.707
762,2,IPMA_simulado,2026-05-15 22:00:00,2026-05-15 22:00:00,2026-05-15 23:00:00,1,2.59,0.819
763,3,IPMA_simulado,2026-05-15 22:00:00,2026-05-15 22:00:00,2026-05-15 23:00:00,1,2.7,0.668
764,4,IPMA_simulado,2026-05-15 22:00:00,2026-05-15 22:00:00,2026-05-15 23:00:00,1,0.31,0.695
765,1,IPMA_simulado,2026-05-15 23:00:00,2026-05-15 23:00:00,2026-05-16 00:00:00,1,3.51,0.826
766,2,IPMA_simulado,2026-05-15 23:00:00,2026-05-15 23:00:00,2026-05-16 00:00:00,1,17.22,0.705
767,3,IPMA_simulado,2026-05-15 23:00:00,2026-05-15 23:00:00,2026-05-16 00:00:00,1,68.29,0.928
768,4,IPMA_simulado,2026-05-15 23:00:00,2026-05-15 23:00:00,2026-05-16 00:00:00,1,13.6,0.922
769,1,IPMA_simulado,2026-05-16 00:00:00,2026-05-16 00:00:00,2026-05-16 01:00:00,1,46.45,0.921
770,2,IPMA_simulado,2026-05-16 00:00:00,2026-05-16 00:00:00,2026-05-16 01:00:00,1,33.74,0.674
771,3,IPMA_simulado,2026-05-16 00:00:00,2026-05-16 00:00:00,2026-05-16 01:00:00,1,12.35,0.867
772,4,IPMA_simulado,2026-05-16 00:00:00,2026-05-16 00:00:00,2026-05-16 01:00:00,1,8.01,0.949
773,1,IPMA_simulado,2026-05-16 01:00:00,2026-05-16 01:00:00,2026-05-16 02:00:00,1,18.15,0.686
774,2,IPMA_simulado,2026-05-16 01:00:00,2026-05-16 01:00:00,2026-05-16 02:00:00,1,0,0.684
775,3,IPMA_simulado,2026-05-16 01:00:00,2026-05-16 01:00:00,2026-05-16 02:00:00,1,0,0.844
776,4,IPMA_simulado,2026-05-16 01:00:00,2026-05-16 01:00:00,2026-05-16 02:00:00,1,6.54,0.716
777,1,IPMA_simulado,2026-05-16 02:00:00,2026-05-16 02:00:00,2026-05-16 03:00:00,1,1.88,0.733
778,2,IPMA_simulado,2026-05-16 02:00:00,2026-05-16 02:00:00,2026-05-16 03:00:00,1,0,0.713
779,3,IPMA_simulado,2026-05-16 02:00:00,2026-05-16 02:00:00,2026-05-16 03:00:00,1,6.5,0.866
780,4,IPMA_simulado,2026-05-16 02:00:00,2026-05-16 02:00:00,2026-05-16 03:00:00,1,5.45,0.887
781,1,IPMA_simulado,2026-05-16 03:00:00,2026-05-16 03:00:00,2026-05-16 04:00:00,1,21.07,0.841
782,2,IPMA_simulado,2026-05-16 03:00:00,2026-05-16 03:00:00,2026-05-16 04:00:00,1,25.52,0.923
783,3,IPMA_simulado,2026-05-16 03:00:00,2026-05-16 03:00:00,2026-05-16 04:00:00,1,16.82,0.827
784,4,IPMA_simulado,2026-05-16 03:00:00,2026-05-16 03:00:00,2026-05-16 04:00:00,1,0,0.701
785,1,IPMA_simulado,2026-05-16 04:00:00,2026-05-16 04:00:00,2026-05-16 05:00:00,1,2.28,0.739
786,2,IPMA_simulado,2026-05-16 04:00:00,2026-05-16 04:00:00,2026-05-16 05:00:00,1,4.56,0.904
787,3,IPMA_simulado,2026-05-16 04:00:00,2026-05-16 04:00:00,2026-05-16 05:00:00,1,7.55,0.827
788,4,IPMA_simulado,2026-05-16 04:00:00,2026-05-16 04:00:00,2026-05-16 05:00:00,1,5.33,0.845
789,1,IPMA_simulado,2026-05-16 05:00:00,2026-05-16 05:00:00,2026-05-16 06:00:00,1,28.08,0.832
790,2,IPMA_simulado,2026-05-16 05:00:00,2026-05-16 05:00:00,2026-05-16 06:00:00,1,16.09,0.711
791,3,IPMA_simulado,2026-05-16 05:00:00,2026-05-16 05:00:00,2026-05-16 06:00:00,1,19.63,0.708
792,4,IPMA_simulado,2026-05-16 05:00:00,2026-05-16 05:00:00,2026-05-16 06:00:00,1,15.36,0.928
793,1,IPMA_simulado,2026-05-16 06:00:00,2026-05-16 06:00:00,2026-05-16 07:00:00,1,8.69,0.657
794,2,IPMA_simulado,2026-05-16 06:00:00,2026-05-16 06:00:00,2026-05-16 07:00:00,1,48.2,0.789
795,3,IPMA_simulado,2026-05-16 06:00:00,2026-05-16 06:00:00,2026-05-16 07:00:00,1,12.43,0.676
796,4,IPMA_simulado,2026-05-16 06:00:00,2026-05-16 06:00:00,2026-05-16 07:00:00,1,1.66,0.663
797,1,IPMA_simulado,2026-05-16 07:00:00,2026-05-16 07:00:00,2026-05-16 08:00:00,1,13.06,0.82
798,2,IPMA_simulado,2026-05-16 07:00:00,2026-05-16 07:00:00,2026-05-16 08:00:00,1,14.5,0.81
799,3,IPMA_simulado,2026-05-16 07:00:00,2026-05-16 07:00:00,2026-05-16 08:00:00,1,17.38,0.716
800,4,IPMA_simulado,2026-05-16 07:00:00,2026-05-16 07:00:00,2026-05-16 08:00:00,1,14.53,0.77
801,1,IPMA_simulado,2026-05-16 08:00:00,2026-05-16 08:00:00,2026-05-16 09:00:00,1,0,0.804
802,2,IPMA_simulado,2026-05-16 08:00:00,2026-05-16 08:00:00,2026-05-16 09:00:00,1,56.76,0.656
803,3,IPMA_simulado,2026-05-16 08:00:00,2026-05-16 08:00:00,2026-05-16 09:00:00,1,70,0.657
804,4,IPMA_simulado,2026-05-16 08:00:00,2026-05-16 08:00:00,2026-05-16 09:00:00,1,1.89,0.782
805,1,IPMA_simulado,2026-05-16 09:00:00,2026-05-16 09:00:00,2026-05-16 10:00:00,1,9.92,0.71
806,2,IPMA_simulado,2026-05-16 09:00:00,2026-05-16 09:00:00,2026-05-16 10:00:00,1,0,0.774
807,3,IPMA_simulado,2026-05-16 09:00:00,2026-05-16 09:00:00,2026-05-16 10:00:00,1,10.61,0.84
808,4,IPMA_simulado,2026-05-16 09:00:00,2026-05-16 09:00:00,2026-05-16 10:00:00,1,10.26,0.677
809,1,IPMA_simulado,2026-05-16 10:00:00,2026-05-16 10:00:00,2026-05-16 11:00:00,1,3.89,0.865
810,2,IPMA_simulado,2026-05-16 10:00:00,2026-05-16 10:00:00,2026-05-16 11:00:00,1,9.3,0.903
811,3,IPMA_simulado,2026-05-16 10:00:00,2026-05-16 10:00:00,2026-05-16 11:00:00,1,7.41,0.946
812,4,IPMA_simulado,2026-05-16 10:00:00,2026-05-16 10:00:00,2026-05-16 11:00:00,1,17.68,0.813
813,1,IPMA_simulado,2026-05-16 11:00:00,2026-05-16 11:00:00,2026-05-16 12:00:00,1,12.79,0.776
814,2,IPMA_simulado,2026-05-16 11:00:00,2026-05-16 11:00:00,2026-05-16 12:00:00,1,9.51,0.938
815,3,IPMA_simulado,2026-05-16 11:00:00,2026-05-16 11:00:00,2026-05-16 12:00:00,1,0,0.722
816,4,IPMA_simulado,2026-05-16 11:00:00,2026-05-16 11:00:00,2026-05-16 12:00:00,1,7.66,0.72
817,1,IPMA_simulado,2026-05-16 12:00:00,2026-05-16 12:00:00,2026-05-16 13:00:00,1,25.18,0.661
818,2,IPMA_simulado,2026-05-16 12:00:00,2026-05-16 12:00:00,2026-05-16 13:00:00,1,5.54,0.834
819,3,IPMA_simulado,2026-05-16 12:00:00,2026-05-16 12:00:00,2026-05-16 13:00:00,1,4.7,0.758
820,4,IPMA_simulado,2026-05-16 12:00:00,2026-05-16 12:00:00,2026-05-16 13:00:00,1,0.05,0.763
821,1,IPMA_simulado,2026-05-16 13:00:00,2026-05-16 13:00:00,2026-05-16 14:00:00,1,0,0.925
822,2,IPMA_simulado,2026-05-16 13:00:00,2026-05-16 13:00:00,2026-05-16 14:00:00,1,12.72,0.661
823,3,IPMA_simulado,2026-05-16 13:00:00,2026-05-16 13:00:00,2026-05-16 14:00:00,1,20.55,0.675
824,4,IPMA_simulado,2026-05-16 13:00:00,2026-05-16 13:00:00,2026-05-16 14:00:00,1,28.8,0.674
825,1,IPMA_simulado,2026-05-16 14:00:00,2026-05-16 14:00:00,2026-05-16 15:00:00,1,8.55,0.654
826,2,IPMA_simulado,2026-05-16 14:00:00,2026-05-16 14:00:00,2026-05-16 15:00:00,1,52.76,0.824
827,3,IPMA_simulado,2026-05-16 14:00:00,2026-05-16 14:00:00,2026-05-16 15:00:00,1,3.85,0.788
828,4,IPMA_simulado,2026-05-16 14:00:00,2026-05-16 14:00:00,2026-05-16 15:00:00,1,0,0.665
829,1,IPMA_simulado,2026-05-16 15:00:00,2026-05-16 15:00:00,2026-05-16 16:00:00,1,3.46,0.809
830,2,IPMA_simulado,2026-05-16 15:00:00,2026-05-16 15:00:00,2026-05-16 16:00:00,1,24.66,0.651
831,3,IPMA_simulado,2026-05-16 15:00:00,2026-05-16 15:00:00,2026-05-16 16:00:00,1,20.57,0.848
832,4,IPMA_simulado,2026-05-16 15:00:00,2026-05-16 15:00:00,2026-05-16 16:00:00,1,0,0.784
833,1,IPMA_simulado,2026-05-16 16:00:00,2026-05-16 16:00:00,2026-05-16 17:00:00,1,6.23,0.72
834,2,IPMA_simulado,2026-05-16 16:00:00,2026-05-16 16:00:00,2026-05-16 17:00:00,1,16.67,0.651
835,3,IPMA_simulado,2026-05-16 16:00:00,2026-05-16 16:00:00,2026-05-16 17:00:00,1,5.82,0.845
836,4,IPMA_simulado,2026-05-16 16:00:00,2026-05-16 16:00:00,2026-05-16 17:00:00,1,7.39,0.751
837,1,IPMA_simulado,2026-05-16 17:00:00,2026-05-16 17:00:00,2026-05-16 18:00:00,1,12.46,0.8
838,2,IPMA_simulado,2026-05-16 17:00:00,2026-05-16 17:00:00,2026-05-16 18:00:00,1,7.62,0.806
839,3,IPMA_simulado,2026-05-16 17:00:00,2026-05-16 17:00:00,2026-05-16 18:00:00,1,0.5,0.677
840,4,IPMA_simulado,2026-05-16 17:00:00,2026-05-16 17:00:00,2026-05-16 18:00:00,1,18.5,0.824
841,1,IPMA_simulado,2026-05-16 18:00:00,2026-05-16 18:00:00,2026-05-16 19:00:00,1,11.79,0.922
842,2,IPMA_simulado,2026-05-16 18:00:00,2026-05-16 18:00:00,2026-05-16 19:00:00,1,21.93,0.853
843,3,IPMA_simulado,2026-05-16 18:00:00,2026-05-16 18:00:00,2026-05-16 19:00:00,1,16.53,0.732
844,4,IPMA_simulado,2026-05-16 18:00:00,2026-05-16 18:00:00,2026-05-16 19:00:00,1,19.51,0.792
845,1,IPMA_simulado,2026-05-16 19:00:00,2026-05-16 19:00:00,2026-05-16 20:00:00,1,68.81,0.88
846,2,IPMA_simulado,2026-05-16 19:00:00,2026-05-16 19:00:00,2026-05-16 20:00:00,1,28.22,0.89
847,3,IPMA_simulado,2026-05-16 19:00:00,2026-05-16 19:00:00,2026-05-16 20:00:00,1,0,0.818
848,4,IPMA_simulado,2026-05-16 19:00:00,2026-05-16 19:00:00,2026-05-16 20:00:00,1,15.78,0.892
849,1,IPMA_simulado,2026-05-16 20:00:00,2026-05-16 20:00:00,2026-05-16 21:00:00,1,18.08,0.86
850,2,IPMA_simulado,2026-05-16 20:00:00,2026-05-16 20:00:00,2026-05-16 21:00:00,1,0,0.816
851,3,IPMA_simulado,2026-05-16 20:00:00,2026-05-16 20:00:00,2026-05-16 21:00:00,1,4.23,0.875
852,4,IPMA_simulado,2026-05-16 20:00:00,2026-05-16 20:00:00,2026-05-16 21:00:00,1,0,0.756
853,1,IPMA_simulado,2026-05-16 21:00:00,2026-05-16 21:00:00,2026-05-16 22:00:00,1,23.89,0.943
854,2,IPMA_simulado,2026-05-16 21:00:00,2026-05-16 21:00:00,2026-05-16 22:00:00,1,2.97,0.87
855,3,IPMA_simulado,2026-05-16 21:00:00,2026-05-16 21:00:00,2026-05-16 22:00:00,1,21.84,0.829
856,4,IPMA_simulado,2026-05-16 21:00:00,2026-05-16 21:00:00,2026-05-16 22:00:00,1,0,0.915
857,1,IPMA_simulado,2026-05-16 22:00:00,2026-05-16 22:00:00,2026-05-16 23:00:00,1,64.54,0.765
858,2,IPMA_simulado,2026-05-16 22:00:00,2026-05-16 22:00:00,2026-05-16 23:00:00,1,21.03,0.756
859,3,IPMA_simulado,2026-05-16 22:00:00,2026-05-16 22:00:00,2026-05-16 23:00:00,1,13.74,0.775
860,4,IPMA_simulado,2026-05-16 22:00:00,2026-05-16 22:00:00,2026-05-16 23:00:00,1,20.22,0.781
861,1,IPMA_simulado,2026-05-16 23:00:00,2026-05-16 23:00:00,2026-05-17 00:00:00,1,11.25,0.776
862,2,IPMA_simulado,2026-05-16 23:00:00,2026-05-16 23:00:00,2026-05-17 00:00:00,1,17.48,0.883
863,3,IPMA_simulado,2026-05-16 23:00:00,2026-05-16 23:00:00,2026-05-17 00:00:00,1,14.37,0.652
864,4,IPMA_simulado,2026-05-16 23:00:00,2026-05-16 23:00:00,2026-05-17 00:00:00,1,9.1,0.865
865,1,IPMA_simulado,2026-05-17 00:00:00,2026-05-17 00:00:00,2026-05-17 01:00:00,1,20.32,0.934
866,2,IPMA_simulado,2026-05-17 00:00:00,2026-05-17 00:00:00,2026-05-17 01:00:00,1,3.36,0.914
867,3,IPMA_simulado,2026-05-17 00:00:00,2026-05-17 00:00:00,2026-05-17 01:00:00,1,9.75,0.886
868,4,IPMA_simulado,2026-05-17 00:00:00,2026-05-17 00:00:00,2026-05-17 01:00:00,1,0.19,0.898
869,1,IPMA_simulado,2026-05-17 01:00:00,2026-05-17 01:00:00,2026-05-17 02:00:00,1,5.1,0.689
870,2,IPMA_simulado,2026-05-17 01:00:00,2026-05-17 01:00:00,2026-05-17 02:00:00,1,13.98,0.916
871,3,IPMA_simulado,2026-05-17 01:00:00,2026-05-17 01:00:00,2026-05-17 02:00:00,1,24.18,0.657
872,4,IPMA_simulado,2026-05-17 01:00:00,2026-05-17 01:00:00,2026-05-17 02:00:00,1,16.41,0.731
873,1,IPMA_simulado,2026-05-17 02:00:00,2026-05-17 02:00:00,2026-05-17 03:00:00,1,9.68,0.76
874,2,IPMA_simulado,2026-05-17 02:00:00,2026-05-17 02:00:00,2026-05-17 03:00:00,1,1.15,0.803
875,3,IPMA_simulado,2026-05-17 02:00:00,2026-05-17 02:00:00,2026-05-17 03:00:00,1,0,0.9
876,4,IPMA_simulado,2026-05-17 02:00:00,2026-05-17 02:00:00,2026-05-17 03:00:00,1,15.95,0.756
877,1,IPMA_simulado,2026-05-17 03:00:00,2026-05-17 03:00:00,2026-05-17 04:00:00,1,12.27,0.683
878,2,IPMA_simulado,2026-05-17 03:00:00,2026-05-17 03:00:00,2026-05-17 04:00:00,1,3.95,0.861
879,3,IPMA_simulado,2026-05-17 03:00:00,2026-05-17 03:00:00,2026-05-17 04:00:00,1,30.46,0.682
880,4,IPMA_simulado,2026-05-17 03:00:00,2026-05-17 03:00:00,2026-05-17 04:00:00,1,18.29,0.904
881,1,IPMA_simulado,2026-05-17 04:00:00,2026-05-17 04:00:00,2026-05-17 05:00:00,1,3.86,0.862
882,2,IPMA_simulado,2026-05-17 04:00:00,2026-05-17 04:00:00,2026-05-17 05:00:00,1,27.24,0.684
883,3,IPMA_simulado,2026-05-17 04:00:00,2026-05-17 04:00:00,2026-05-17 05:00:00,1,0,0.807
884,4,IPMA_simulado,2026-05-17 04:00:00,2026-05-17 04:00:00,2026-05-17 05:00:00,1,16.62,0.812
885,1,IPMA_simulado,2026-05-17 05:00:00,2026-05-17 05:00:00,2026-05-17 06:00:00,1,14.99,0.752
886,2,IPMA_simulado,2026-05-17 05:00:00,2026-05-17 05:00:00,2026-05-17 06:00:00,1,6.53,0.8
887,3,IPMA_simulado,2026-05-17 05:00:00,2026-05-17 05:00:00,2026-05-17 06:00:00,1,10.39,0.82
888,4,IPMA_simulado,2026-05-17 05:00:00,2026-05-17 05:00:00,2026-05-17 06:00:00,1,10.89,0.829
889,1,IPMA_simulado,2026-05-17 06:00:00,2026-05-17 06:00:00,2026-05-17 07:00:00,1,5.57,0.875
890,2,IPMA_simulado,2026-05-17 06:00:00,2026-05-17 06:00:00,2026-05-17 07:00:00,1,29.19,0.729
891,3,IPMA_simulado,2026-05-17 06:00:00,2026-05-17 06:00:00,2026-05-17 07:00:00,1,0,0.761
892,4,IPMA_simulado,2026-05-17 06:00:00,2026-05-17 06:00:00,2026-05-17 07:00:00,1,3.58,0.935
893,1,IPMA_simulado,2026-05-17 07:00:00,2026-05-17 07:00:00,2026-05-17 08:00:00,1,21.54,0.908
894,2,IPMA_simulado,2026-05-17 07:00:00,2026-05-17 07:00:00,2026-05-17 08:00:00,1,12.06,0.734
895,3,IPMA_simulado,2026-05-17 07:00:00,2026-05-17 07:00:00,2026-05-17 08:00:00,1,3.94,0.749
896,4,IPMA_simulado,2026-05-17 07:00:00,2026-05-17 07:00:00,2026-05-17 08:00:00,1,1.03,0.864
897,1,IPMA_simulado,2026-05-17 08:00:00,2026-05-17 08:00:00,2026-05-17 09:00:00,1,10.88,0.693
898,2,IPMA_simulado,2026-05-17 08:00:00,2026-05-17 08:00:00,2026-05-17 09:00:00,1,17.63,0.678
899,3,IPMA_simulado,2026-05-17 08:00:00,2026-05-17 08:00:00,2026-05-17 09:00:00,1,9.92,0.878
900,4,IPMA_simulado,2026-05-17 08:00:00,2026-05-17 08:00:00,2026-05-17 09:00:00,1,16.45,0.879
901,1,IPMA_simulado,2026-05-17 09:00:00,2026-05-17 09:00:00,2026-05-17 10:00:00,1,27.4,0.948
902,2,IPMA_simulado,2026-05-17 09:00:00,2026-05-17 09:00:00,2026-05-17 10:00:00,1,0,0.926
903,3,IPMA_simulado,2026-05-17 09:00:00,2026-05-17 09:00:00,2026-05-17 10:00:00,1,40.2,0.731
904,4,IPMA_simulado,2026-05-17 09:00:00,2026-05-17 09:00:00,2026-05-17 10:00:00,1,15.29,0.868
905,1,IPMA_simulado,2026-05-17 10:00:00,2026-05-17 10:00:00,2026-05-17 11:00:00,1,27.49,0.756
906,2,IPMA_simulado,2026-05-17 10:00:00,2026-05-17 10:00:00,2026-05-17 11:00:00,1,0.29,0.817
907,3,IPMA_simulado,2026-05-17 10:00:00,2026-05-17 10:00:00,2026-05-17 11:00:00,1,0,0.783
908,4,IPMA_simulado,2026-05-17 10:00:00,2026-05-17 10:00:00,2026-05-17 11:00:00,1,8.06,0.811
909,1,IPMA_simulado,2026-05-17 11:00:00,2026-05-17 11:00:00,2026-05-17 12:00:00,1,0,0.651
910,2,IPMA_simulado,2026-05-17 11:00:00,2026-05-17 11:00:00,2026-05-17 12:00:00,1,16.26,0.689
911,3,IPMA_simulado,2026-05-17 11:00:00,2026-05-17 11:00:00,2026-05-17 12:00:00,1,11.58,0.724
912,4,IPMA_simulado,2026-05-17 11:00:00,2026-05-17 11:00:00,2026-05-17 12:00:00,1,9.38,0.79
913,1,IPMA_simulado,2026-05-17 12:00:00,2026-05-17 12:00:00,2026-05-17 13:00:00,1,14.13,0.796
914,2,IPMA_simulado,2026-05-17 12:00:00,2026-05-17 12:00:00,2026-05-17 13:00:00,1,8.03,0.841
915,3,IPMA_simulado,2026-05-17 12:00:00,2026-05-17 12:00:00,2026-05-17 13:00:00,1,1.73,0.656
916,4,IPMA_simulado,2026-05-17 12:00:00,2026-05-17 12:00:00,2026-05-17 13:00:00,1,67.72,0.734
917,1,IPMA_simulado,2026-05-17 13:00:00,2026-05-17 13:00:00,2026-05-17 14:00:00,1,1.92,0.794
918,2,IPMA_simulado,2026-05-17 13:00:00,2026-05-17 13:00:00,2026-05-17 14:00:00,1,20.01,0.889
919,3,IPMA_simulado,2026-05-17 13:00:00,2026-05-17 13:00:00,2026-05-17 14:00:00,1,21.8,0.924
920,4,IPMA_simulado,2026-05-17 13:00:00,2026-05-17 13:00:00,2026-05-17 14:00:00,1,5.75,0.672
921,1,IPMA_simulado,2026-05-17 14:00:00,2026-05-17 14:00:00,2026-05-17 15:00:00,1,12.6,0.901
922,2,IPMA_simulado,2026-05-17 14:00:00,2026-05-17 14:00:00,2026-05-17 15:00:00,1,4.37,0.83
923,3,IPMA_simulado,2026-05-17 14:00:00,2026-05-17 14:00:00,2026-05-17 15:00:00,1,0,0.734
924,4,IPMA_simulado,2026-05-17 14:00:00,2026-05-17 14:00:00,2026-05-17 15:00:00,1,16.06,0.671
925,1,IPMA_simulado,2026-05-17 15:00:00,2026-05-17 15:00:00,2026-05-17 16:00:00,1,27.72,0.943
926,2,IPMA_simulado,2026-05-17 15:00:00,2026-05-17 15:00:00,2026-05-17 16:00:00,1,5.13,0.873
927,3,IPMA_simulado,2026-05-17 15:00:00,2026-05-17 15:00:00,2026-05-17 16:00:00,1,0,0.876
928,4,IPMA_simulado,2026-05-17 15:00:00,2026-05-17 15:00:00,2026-05-17 16:00:00,1,8.84,0.914
929,1,IPMA_simulado,2026-05-17 16:00:00,2026-05-17 16:00:00,2026-05-17 17:00:00,1,20.94,0.809
930,2,IPMA_simulado,2026-05-17 16:00:00,2026-05-17 16:00:00,2026-05-17 17:00:00,1,10.88,0.751
931,3,IPMA_simulado,2026-05-17 16:00:00,2026-05-17 16:00:00,2026-05-17 17:00:00,1,10.64,0.68
932,4,IPMA_simulado,2026-05-17 16:00:00,2026-05-17 16:00:00,2026-05-17 17:00:00,1,5.83,0.893
933,1,IPMA_simulado,2026-05-17 17:00:00,2026-05-17 17:00:00,2026-05-17 18:00:00,1,0,0.904
934,2,IPMA_simulado,2026-05-17 17:00:00,2026-05-17 17:00:00,2026-05-17 18:00:00,1,0,0.802
935,3,IPMA_simulado,2026-05-17 17:00:00,2026-05-17 17:00:00,2026-05-17 18:00:00,1,7.45,0.72
936,4,IPMA_simulado,2026-05-17 17:00:00,2026-05-17 17:00:00,2026-05-17 18:00:00,1,0,0.743
937,1,IPMA_simulado,2026-05-17 18:00:00,2026-05-17 18:00:00,2026-05-17 19:00:00,1,23.77,0.882
938,2,IPMA_simulado,2026-05-17 18:00:00,2026-05-17 18:00:00,2026-05-17 19:00:00,1,11.36,0.759
